product,price,category,link,image,description
Forest Garden Melbury Cabin Double Glaze Uderlay and Felt 34 4 x 3m,"£9,877.64",Xtend By Forest Gardens,https://www.travisperkins.co.uk/xtend-by-forest-gardens/forest-garden-melbury-cabin-double-glaze-uderlay-and-felt-34-4-x-3m/p/945908,https://dam-assets.apps.travisperkins.group/oz8yqk3/GPID_1100868442_IMG_01.jpg?width=300&height=300,"The Melbury Log Cabin from Forest is big enough to offer multi-use accommodation despite still having a relatively small footprint. With a 4m x 3m footprint returning 10 square metres (108 square feet) of internal floor space this model is big enough to be used as a two-desk office, a generous hobby room or gym or if you want somewhere to relax in comfort it would even accommodate a sofa suite and TV table or a dining table and chairs. Its pent roof design is unobtrusive, stylish and gives it a modern look. The specification of the Melbury includes 34mm machined, interlocking logs for the walls, 19mm Tongue & Groove boards for the roof and floor and it is available with single or double glazed toughened glass window and doors. The glazed doors, fixed front windows and double side window provide plenty of natural light and the opening side window can be built into either side of the cabin. Different felt roof options are also available. This model option is double glazed all round with higher specification 34kg weight Polyester felted roof and underlay. The felt has a polyester fibre base layer that makes it much stronger and more tear resistant than non-polyester grades. With more than three times the tear resistance of conventional mineral felt it has a life expectancy of up to 20 - 30 years when fitted correctly. With the flexibility this garden building offers and the specification options available it's easy to see why the Melbury is one of Forest's most popular models. All deliveries are made by vehicles with a crane off-load facility and with an optional professional assembly service. The log cabin must be built upon a solid and level surface such as a poured concrete base.Versatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeThick 34mm interlocking log walls19mm Tongue & Groove roof and floor boardsDouble glazed double doors with a mortise locking system, two double glazed front windows and one double glazed double opening side windowHigh quality, tear resistant, 34kg weight Polyester fibre backed felt with black sand felt underlaySupplied untreated and unpainted (a solvent-based preservative must be applied after assembly)View more"
Alchemy HABITAT+ Wood Composite Decking 22mm x 135mm x 3600mm Bowness Brown,£41.36,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-habitat-wood-composite-decking-22mm-x-135mm-x-3600mm-bowness-brown/p/663098,https://dam-assets.apps.travisperkins.group/WG4ZG/GPID_1100742513_IMG_00.jpg?width=300&height=300,"A next generation composite deck board which creates a sleek and modern deck for your home, Hard wearing, UV fade resitant, designed to span 400mm joist centres and comes in an on trend ""Bowness"" Mid Brown colour.Hard wearing surface provides enhanced scratch resistanceHigh tech polymers enhance UV colour fade resistance and guards against staining, keeping your deck pristine for years to comeEach deck board is has a dual face, a more traditional grooved face or a wood grain patterned face for ulitmate choice15 year warranty brings peace of mindSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clipsDesigned to be fitted on joist centres of 400mmView more"
Forest Garden Arley Log Cabin Underlay and Felt 34 Installed 6 x 3m,"£14,966.64",Xtend By Forest Gardens,https://www.travisperkins.co.uk/xtend-by-forest-gardens/forest-garden-arley-log-cabin-underlay-and-felt-34-installed-6-x-3m/p/946446,https://dam-assets.apps.travisperkins.group/vne3ndg/GPID_1100868640_IMG_00.jpg?width=300&height=300,"The Arley Log Cabin is one of three 6-metre wide log cabins from Forest Garden. This model has a 6m wide x 3m deep footprint (19'8"" x 9'10"") and contemporary pent roof design. The 6 metre width maximises the use of the width of your garden or plot without taking up a lot of depth and provides enough front aspect for two glazed double doors plus three 3/4 length windows which ensures the cabin gets plenty of natural light. Walls are 45mm thick interlocking logs while the floor and roof are constructed from 19mm tongue and groove boards. All windows are double glazed with toughened glass. The two front windows and two side windows (one each side) have tilt and turn mechanisms that allow side or top opening. Overall dimensions are 6.24 metres x 3.37 metres (20 x 11 feet) and the front of the roof features a 30cm overhang for weather protection. The internal floor dimensions of 5.7m x 2.7m give a total floor area of 15.5 mÂ² (166 square feet) which could be used for just about any purpose whether you need room for an office/business, more living space for leisure and dining or a hobby room/workshop. This impressive size and specification makes the Arley and attractive and effective solution for extending your living space. Different roof felt options are available with this option being supplied with 34kg weight Polyester felt and black sand felt underlay. The felt has a polyester fibre base layer that makes it much stronger and more tear resistant than non-polyester grades. With more than three times the tear resistance of conventional mineral felt it has a life expectancy of up to 20 - 30 years when fitted correctly. All deliveries are made by vehicles with a crane off-load facility and with an optional professional assembly service. The log cabin must be built upon a solid and level surface such as a poured concrete base.6 metre wide log cabin with 166 square feet of floorspaceHigh specification includes 45mm thick log walls, toughened glass double glazing throughout, 4 tilt and turn windows and mortise locking double doors19mm Tongue & Groove roof and floor boardsGlazed double doors, two windows to the front plus two 3/4 length side windowsHigh quality, tear resistant, 34kg weight Polyester fibre backed felt with black sand felt underlaySupplied untreated and unpainted (a solvent-based preservative must be applied after assembly)View more"
Forest Garden Rushock Log Cabin and Felt Shingles Home Delivered 5 x 4m,"£9,791.23",Xtend By Forest Gardens,https://www.travisperkins.co.uk/xtend-by-forest-gardens/forest-garden-rushock-log-cabin-and-felt-shingles-home-delivered-5-x-4m/p/946426,https://dam-assets.apps.travisperkins.group/o504wj7/GPID_1100868633_IMG_00.jpg?width=300&height=300,"The size and specification of the Rushock Log Cabin make this mid-large size model perfect for a wide range of uses. The apex roof design of this model is a more traditional alternative to pent roof designs and offers a little more head room in the centre of the cabin where the apex height is 2.47 metres. This substantial log cabin has a footprint 5m wide x 4m deep and uses 45mm thick interlocking logs for the walls and 19mm tongue and groove boards for the floor and roof. Double glazed double doors at the front have a tilt and turn double glazed window on either side with two more 3/4 length double glazed tilt and turn side windows (one either side) so plenty of natural light can get in. All windows are double glazed with toughened glass. The Rushock's overall dimensions are 5.24 metres wide x 4.34 metres deep (17 x 14 feet) while internal floor dimensions of 4.7m x 3.7m give a total floor area of 17.5 mÂ² (188 square feet) which is big enough to have a generous home office and lounge or lounge and dining area or a great leisure room for gaming, TV and hobbies. This impressive size and specification makes the Rushock a very usable and versatile extension to your living space. Different roof felt options are available with this option being supplied with Felt Shingles laid on top of a black sand felt underlay. The felt shingles give a traditional tile pattern on the roof that some prefer to the plain felt alternative. All deliveries are made by vehicles with a crane off-load facility and with an optional professional assembly service. The log cabin must be built upon a solid and level surface such as a poured concrete base.Sizeable 5m x 4m log cabin with 188 square feet of internal floor spaceHigh specification includes 45mm thick log walls, toughened glass double glazing throughout, tilt and turn windows and mortise locking double doors19mm Tongue & Groove roof and floor boardsGlazed double doors, two windows to the front plus two 3/4 length side windowsFelt shingle roof with black sand felt underlaySupplied untreated and unpainted (a solvent-based preservative must be applied after assembly)View more"
Composite Prime Hd Deck XS Board Lava 25 x 146 x 3600 mm,£38.92,Composite Decking,https://www.travisperkins.co.uk/composite-decking/composite-prime-hd-deck-xs-board-lava-25-x-146-x-3600-mm/p/483321,https://dam-assets.apps.travisperkins.group/Gx4Lg/GPID_1100652252_IMG_00.jpg?width=300&height=300,"HD Deck® XS utilises wood-plastic composite technology for a superior extra strong deck that’s a low maintenance and durable alternative to traditional timber decking.
The deck is made from FSC® 100% hardwood flour and recycled plastic which combine to produce a high quality finished product that outperforms traditional treated timberLow Maintenance & Long LifeExtra StrongProduced using recycled oak timber and recycled HDPE plastic."
Forest Garden Melbury Cabin Double Glaze and Underlay Installed 4 x 3m,"£9,787.37",Xtend By Forest Gardens,https://www.travisperkins.co.uk/xtend-by-forest-gardens/forest-garden-melbury-cabin-double-glaze-and-underlay-installed-4-x-3m/p/946281,https://dam-assets.apps.travisperkins.group/xkgm4p0/GPID_1100868613_IMG_01.jpg?width=300&height=300,"The Melbury Log Cabin from Forest is big enough to offer multi-use accommodation despite still having a relatively small footprint. With a 4m x 3m footprint returning 10 square metres (108 square feet) of internal floor space this model is big enough to be used as a two-desk office, a generous hobby room or gym or if you want somewhere to relax in comfort it would even accommodate a sofa suite and TV table or a dining table and chairs. Its pent roof design is unobtrusive, stylish and gives it a modern look. The specification of the Melbury includes 34mm machined, interlocking logs for the walls, 19mm Tongue & Groove boards for the roof and floor and it is available with single or double glazed toughened glass window and doors. The glazed doors, fixed front windows and double side window provide plenty of natural light and the opening side window can be built into either side of the cabin. Different felt roof options are also available. This model option is double glazed all round and has a 24kg weight Polyester felted roof with black sand felt underlay. The felt has a polyester fibre base layer that makes it much stronger and more tear resistant than non-polyester grades. With more than twice the tear resistance of conventional mineral felt it has a life expectancy of up to 15 years when fitted correctly. With the flexibility this garden building offers and the specification options available it's easy to see why the Melbury is one of Forest's most popular models. All deliveries are made by vehicles with a crane off-load facility and with an optional professional assembly service. The log cabin must be built upon a solid and level surface such as a poured concrete base.Versatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeVersatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeVersatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeVersatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeVersatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeVersatile log cabin with 108 internal square feet of accommodation, perfect for a home office, generous hobby room, gym or tv/loungeView more"
Forest Garden Blakedown Log Cabin Underlay and Felt 34 6 x 4m,"£11,281.08",Xtend By Forest Gardens,https://www.travisperkins.co.uk/xtend-by-forest-gardens/forest-garden-blakedown-log-cabin-underlay-and-felt-34-6-x-4m/p/945906,https://dam-assets.apps.travisperkins.group/xw4y7dm/GPID_1100868473_IMG_01.jpg?width=300&height=300,"The Blakedown Log Cabin is the largest apex roof model in Forest Garden's log cabin range. It's footprint of 6 metres wide x 4 metres deep gives it a huge internal floor area of 21 square meters (228 square feet) which make it ideal for a multi-use building whether you need extra living space, a large office or plenty of room for recreational activities such as a home gym, workshop, hobby room or combination of these. The traditional apex roof configuration offers a little more head room inside the cabin with the apex being 2.47 metres high (approx 2.5m inside). As well as the double glazed double doors, there are 3 additional 3/4 length windows on the front with tilt and turn opening mechanisms that allow them to be opened conventionally or tilted back with the top of the window open. There are two more additional tilt and turn windows with one in each side wall. The doors can be positioned on the left or right side of the front aspect as the cabin is built. The walls are built using 45mm thick interlocking logs while the floor and roof are constructed from 19mm tongue and groove boards. All windows are double glazed with toughened glass. Overall dimensions are 6.24 metres x 4.2 metres (20 x 14 feet) and roof features a useful 23cm overhang at the front and back and 20cm at the sides to give some shelter from rain. The internal floor dimensions of 5.7m x 3.7m give a total floor area of 21.2 mÂ² (228 square feet) which which makes this garden building a quick and cost-effective way of extending your living space significantly. Different roof felt options are available with this option being supplied with 34kg weight Polyester felt and black sand felt underlay. The felt has a polyester fibre base layer that makes it much stronger and more tear resistant than non-polyester grades. With more than three times the tear resistance of conventional mineral felt it has a life expectancy of up to 20 - 30 years when fitted correctly. All deliveries are made by vehicles with a crane off-load facility and with an optional professional assembly service. The log cabin must be built upon a solid and level surface such as a poured concrete base.6 metre wide log cabin with 228 square feet of floorspaceHigh specification includes 45mm thick log walls, toughened glass double glazing throughout, 5 tilt and turn windows and mortise locking double doors19mm Tongue & Groove roof and floor boardsGlazed double doors, three windows to the front plus two 3/4 length side windowsHigh quality, tear resistant, 34kg weight Polyester fibre backed felt with black sand felt underlaySupplied untreated and unpainted (a solvent-based preservative must be applied after assembly)View more"
Composite Prime Hd Deck XS Board Silver 25 x 146 x 3600 mm,£38.92,Composite Decking,https://www.travisperkins.co.uk/composite-decking/composite-prime-hd-deck-xs-board-silver-25-x-146-x-3600-mm/p/483308,https://dam-assets.apps.travisperkins.group/ErxLz/GPID_1100652253_IMG_00.jpg?width=300&height=300,"HD Deck® XS utilises wood-plastic composite technology for a superior extra strong deck that’s a low maintenance and durable alternative to traditional timber decking.
The deck is made from FSC® 100% hardwood flour and recycled plastic which combine to produce a high quality finished product that outperforms traditional treated timberLow Maintenance & Long LifeExtra StrongProduced using recycled oak timber and recycled HDPE plastic."
Forest Garden Blakedown Log Cabin and Underlay Home Delivered 6 x 4m,"£11,097.10",Xtend By Forest Gardens,https://www.travisperkins.co.uk/xtend-by-forest-gardens/forest-garden-blakedown-log-cabin-and-underlay-home-delivered-6-x-4m/p/946406,https://dam-assets.apps.travisperkins.group/x7ljke4/GPID_1100868644_IMG_01.jpg?width=300&height=300,"The Blakedown Log Cabin is the largest apex roof model in Forest Garden's log cabin range. It's footprint of 6 metres wide x 4 metres deep gives it a huge internal floor area of 21 square meters (228 square feet) which make it ideal for a multi-use building whether you need extra living space, a large office or plenty of room for recreational activities such as a home gym, workshop, hobby room or combination of these. The traditional apex roof configuration offers a little more head room inside the cabin with the apex being 2.47 metres high (approx 2.5m inside). As well as the double glazed double doors, there are 3 additional 3/4 length windows on the front with tilt and turn opening mechanisms that allow them to be opened conventionally or tilted back with the top of the window open. There are two more additional tilt and turn windows with one in each side wall. The doors can be positioned on the left or right side of the front aspect as the cabin is built. The walls are built using 45mm thick interlocking logs while the floor and roof are constructed from 19mm tongue and groove boards. All windows are double glazed with toughened glass. Overall dimensions are 6.24 metres x 4.2 metres (20 x 14 feet) and roof features a useful 23cm overhang at the front and back and 20cm at the sides to give some shelter from rain. The internal floor dimensions of 5.7m x 3.7m give a total floor area of 21.2 mÂ² (228 square feet) which which makes this garden building a quick and cost-effective way of extending your living space significantly. Different roof felt options are available with this option being supplied with 24kg weight Polyester felt (without underlay). The felt has a polyester fibre base layer that makes it much stronger and more tear resistant than non-polyester grades. With more than twice the tear resistance of conventional mineral felt it has a life expectancy of up to 15 years when fitted correctly. We recommend the small upgrade to Polyester felt with additional black sand felt underlay. All deliveries are made by vehicles with a crane off-load facility and with an optional professional assembly service. The log cabin must be built upon a solid and level surface such as a poured concrete base.6 metre wide log cabin with 228 square feet of floorspaceHigh specification includes 45mm thick log walls, toughened glass double glazing throughout, 5 tilt and turn windows and mortise locking double doors19mm Tongue & Groove roof and floor boardsGlazed double doors, three windows to the front plus two 3/4 length side windowsHigh quality, tear resistant, 24kg weight Polyester fibre backed felt without underlaySupplied untreated and unpainted (a solvent-based preservative must be applied after assembly)View more"
Composite Prime Hd Deck XS Fire Slate 25 x 146 x 3600 mm,£48.17,Composite Decking,https://www.travisperkins.co.uk/composite-decking/composite-prime-hd-deck-xs-fire-slate-25-x-146-x-3600-mm/p/483318,https://dam-assets.apps.travisperkins.group/ka0Po/GPID_1100652254_IMG_00.jpg?width=300&height=300,"HD Deck XS Fire offers the construction industry a B Fire Rated board, providing peace of mind to developers, designers and contractors alike.FIRE - EN 13501 B RATEDLow MaintenanceExtra StrongProduced using recycled oak timber and HDPE plastic.10 Year WarrantyView more"
Alchemy Urban Solid Wood Composite Decking 22mm x 138mm x 3600mm Mull Dark Gr...,£55.61,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-urban-solid-wood-composite-decking-22mm-x-138mm-x-3600mm-mull-dark-grey/p/663107,https://dam-assets.apps.travisperkins.group/Gxnwy/GPID_1100742517_IMG_00.jpg?width=300&height=300,A solid core deck board ideal for heavier foot fall areas or commercial projects.Hard wearing surface provides enhanced scratch resistanceHigh tech polymers enhance UV colour fade resistance and guards against stainingUrban solid core deck and edge boards provides enhanced strength and impact resistance20 year warranty in residential and 10 year warranty in commercial applicationsSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clipsDesigned to be fitted on joist centres of 400mmView more
Alchemy Urban Solid Wood Composite Decking 22mm x 138mm x 3600mm Square Edge ...,£56.92,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-urban-solid-wood-composite-decking-22mm-x-138mm-x-3600mm-square-edge-board-jura-light-brown/p/663134,https://dam-assets.apps.travisperkins.group/rqdBv/GPID_1100742537_IMG_00.jpg?width=300&height=300,A solid core edge deck board ideal for heavier foot fall areas or commercial projects.Square edge board Ideal for steps and perimeter boards around the Urban deck boardsHigh tech polymers enhance UV colour fade resistance and guards against stainingUrban solid core deck and edge boards provides enhanced strength and impact resistance20 year warranty in residential and 10 year warranty in commercial applicationsSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clips in grooved edge and coloured screws into faceDesigned to be fitted on joist centres of 400mmView more
Alchemy Urban Solid Wood Composite Decking 22mm x 138mm x 3600mm Square Edge ...,£56.92,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-urban-solid-wood-composite-decking-22mm-x-138mm-x-3600mm-square-edge-board-mull-dark-grey/p/663104,https://dam-assets.apps.travisperkins.group/k5lgz/GPID_1100742520_IMG_00.png?width=300&height=300,A solid core edge deck board ideal for heavier foot fall areas or commercial projects.Square edge board Ideal for steps and perimeter boards around the Urban deck boardsHigh tech polymers enhance UV colour fade resistance and guards against stainingUrban solid core deck and edge boards provides enhanced strength and impact resistance20 year warranty in residential and 10 year warranty in commercial applicationsSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clips in grooved edge and coloured screws into faceDesigned to be fitted on joist centres of 400mmView more
Composite Prime Hd Deck XS Board Walnut 25 x 146 x 3600 mm,£38.92,Composite Decking,https://www.travisperkins.co.uk/composite-decking/composite-prime-hd-deck-xs-board-walnut-25-x-146-x-3600-mm/p/483302,https://dam-assets.apps.travisperkins.group/AbQQ3/GPID_1100652255_IMG_00.jpg?width=300&height=300,"HD Deck® XS utilises wood-plastic composite technology for a superior extra strong deck that’s a low maintenance and durable alternative to traditional timber decking.
The deck is made from FSC® 100% hardwood flour and recycled plastic which combine to produce a high quality finished product that outperforms traditional treated timberLow Maintenance & Long LifeExtra StrongProduced using recycled oak timber and recycled HDPE plastic."
Metsa Profi Piazza Pro Composite Deck Board 25 x 140 x 4000mm Teak Wood Grain,£44.00,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-piazza-pro-composite-deck-board-25-x-140-x-4000mm-teak-wood-grain/p/312941,https://dam-assets.apps.travisperkins.group/xgygd68/GPID_1100908496_IMG_01.jpg?width=300&height=300,"Europe's best in class composite decking, offering superior design, performance and sustainability. Suitable for both commercial and residential applications.Natural colour shades inspired by nature: designed for outdoor living.25 year residential & 20 year commercial guarantee covering colour durability, stain resistance & structural integrity.Made in Germany with a 360° high-performance outer shell and a core that utilizes recycled plastic and label materials from the UK and other European countriesSplinter free, enhanced scratch resistance and superior impact resistanceNon-slip surface whether wet or dry as measured according to EN15676 that is also barefoot friendlySmart installation including zero-degree incline installation and invisible clips: also compatible with patented Click System saving typically 60% installation timePEFC certified, PVC free and non-toxic: compliant with EN EN-71-3 Standard for Toy Safety.Produced by one of Europe’s leading sustainable product manufacturers that is independently Certified:  ISO 9001 Quality Management, ISO 14001 Environmental Management, ISO 50001 Energy Managementhttps://www.metsagroup.com/en-gb/metsawood/products-and-services/products/decking/composite-decking---profi/View more"
Alchemy Urban Solid Wood Composite Decking 22mm x 138mm x 3600mm Jura Light B...,£55.61,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-urban-solid-wood-composite-decking-22mm-x-138mm-x-3600mm-jura-light-brown/p/663105,https://dam-assets.apps.travisperkins.group/zL9B9/GPID_1100742519_IMG_00.jpg?width=300&height=300,A solid core deck board ideal for heavier foot fall areas or commercial projects.Square edge board Ideal for steps and perimeter boards around the Urban deck boardsHigh tech polymers enhance UV colour fade resistance and guards against stainingUrban solid core deck and edge boards provides enhanced strength and impact resistance20 year warranty in residential and 10 year warranty in commercial applicationsSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clipsDesigned to be fitted on joist centres of 400mmView more
Alchemy Urban Solid Wood Composite Decking 22mm x 138mm x 3600mm Arran Dark B...,£53.39,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-urban-solid-wood-composite-decking-22mm-x-138mm-x-3600mm-arran-dark-brown/p/663108,https://dam-assets.apps.travisperkins.group/pzbB1/GPID_1100742518_IMG_00.jpg?width=300&height=300,A solid core deck board ideal for heavier foot fall areas or commercial projects.Hard wearing surface provides enhanced scratch resistanceHigh tech polymers enhance UV colour fade resistance and guards against stainingUrban solid core deck and edge boards provides enhanced strength and impact resistance20 year warranty in residential and 10 year warranty in commercial applicationsSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clipsDesigned to be fitted on joist centres of 400mmView more
Metsa Profi Piazza Pro Composite Deck Board 25 x 140 x 4000mm Oak Wood Grain,£44.00,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-piazza-pro-composite-deck-board-25-x-140-x-4000mm-oak-wood-grain/p/312938,https://dam-assets.apps.travisperkins.group/o0nm9yj/GPID_1100908497_IMG_01.jpg?width=300&height=300,"Europe's best in class composite decking, offering superior design, performance and sustainability. Suitable for both commercial and residential applications.Natural colour shades inspired by nature: designed for outdoor living.25 year residential & 20 year commercial guarantee covering colour durability, stain resistance & structural integrity.Made in Germany with a 360° high-performance outer shell and a core that utilizes recycled plastic and label materials from the UK and other European countriesSplinter free, enhanced scratch resistance and superior impact resistanceNon-slip surface whether wet or dry as measured according to EN15676 that is also barefoot friendlySmart installation including zero-degree incline installation and invisible clips: also compatible with patented Click System saving typically 60% installation timePEFC certified, PVC free and non-toxic: compliant with EN EN-71-3 Standard for Toy Safety.Produced by one of Europe’s leading sustainable product manufacturers that is independently Certified:  ISO 9001 Quality Management, ISO 14001 Environmental Management, ISO 50001 Energy Managementhttps://www.metsagroup.com/en-gb/metsawood/products-and-services/products/decking/composite-decking---profi/View more"
Metsa Profi Piazza Pro Composite Deck Board 25 x 140 x 4000mm Ebony Wood Grai...,£44.00,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-piazza-pro-composite-deck-board-25-x-140-x-4000mm-ebony-wood-grain/p/312940,https://dam-assets.apps.travisperkins.group/oj0gp91/GPID_1100908498_IMG_01.jpg?width=300&height=300,"Europe's best in class composite decking, offering superior design, performance and sustainability. Suitable for both commercial and residential applications.Natural colour shades inspired by nature: designed for outdoor living.25 year residential & 20 year commercial guarantee covering colour durability, stain resistance & structural integrity.Made in Germany with a 360° high-performance outer shell and a core that utilizes recycled plastic and label materials from the UK and other European countriesSplinter free, enhanced scratch resistance and superior impact resistanceNon-slip surface whether wet or dry as measured according to EN15676, and yet feels natural to the touch.Smart installation including zero-degree incline installation and invisible clips: also compatible with patented Click System saving typically 60% installation timePEFC certified, PVC free and non-toxic: compliant with EN EN-71-3 Standard for Toy Safety.Produced by one of Europe's leading sustainable product manufacturers that is independently Certified:  ISO 9001 Quality Management, ISO 14001 Environmental Management, ISO 50001 Energy Managementhttps://www.metsagroup.com/en-gb/metsawood/products-and-services/products/decking/composite-decking---profi/View more"
Alchemy Urban Solid Wood Composite Decking 22mm x 138mm x 3600mm Square Edge ...,£56.92,Composite Decking,https://www.travisperkins.co.uk/composite-decking/alchemy-urban-solid-wood-composite-decking-22mm-x-138mm-x-3600mm-square-edge-board-arran-dark-brown/p/663133,https://dam-assets.apps.travisperkins.group/gRqZZ/GPID_1100742536_IMG_00.jpg?width=300&height=300,A solid core edge deck board ideal for heavier foot fall areas or commercial projects.Square edge board Ideal for steps and perimeter boards around the Urban deck boardsHigh tech polymers enhance UV colour fade resistance and guards against stainingUrban solid core deck and edge boards provides enhanced strength and impact resistance20 year warranty in residential and 10 year warranty in commercial applicationsSpecially designed fixing clips fit into the grooved edges of the deck boards providing a bare foot friendly surfaceMade in the UKDesigned to be fitted using hidden fixing clips in grooved edge and coloured screws into faceDesigned to be fitted on joist centres of 400mmView more
Metsa Profi T Clips & Screws for Piazza Pro Composite Decking,£56.00,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-t-clips-and-screws-for-piazza-pro-composite-decking/p/312932,https://dam-assets.apps.travisperkins.group/orm4jww/GPID_1100908502_IMG_01.jpg?width=300&height=300,Fast and robust hidden installation system for Metsa ProFi Piazza Pro deck boards. High performance composite T-Clips and A4 stainless steel torx head screws.Allows for ventilation of the deck as well as the natural thermal expansion and contraction of the boards.Contains 100 T-Clips & 115 stainless steel A4 screws (15 for direct fixing of the boards)Suitable for all decking environments including swimming pools & coast areasDesigned for timber or composite substructure. Each screw box contains one Torx driver bitInstallation instructions included in each box. T-Clips made in Finland.View more
Metsa Profi Cover Strip 12 x 66 x 4000mm Oak for Piazza Pro Composite Decking,£22.24,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-cover-strip-12-x-66-x-4000mm-oak-for-piazza-pro-composite-decking/p/312934,https://dam-assets.apps.travisperkins.group/xlm06eg/GPID_1100908500_IMG_01.jpg?width=300&height=300,"A durable and attractive solution for finishing the edges of Metsa ProFi Piazza decks.Flexible enough to enable curved edgesMade in Germany with cellulose fibres and HDPEPEFC certified, PVC free and non-toxic: compliant with EN EN-71-3 Standard for Toy Safety.Easy to install with Metsa ProFi A4 Stainless Steel Screws"
Metsa Profi Rubber Strip for Piazza Pro Composite Decking 50m,£94.62,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-rubber-strip-for-piazza-pro-composite-decking-50m/p/312931,https://dam-assets.apps.travisperkins.group/vnem5n6/GPID_1100908505_IMG_01.jpg?width=300&height=300,"Enables a yacht like closed deck surface to be achieved with Metsa ProFi Piazza Pro decking.To be fitted after the boards have been installed with T-ClipsPrevents leaves, food and other materials falling between the deck boardsEliminates any statitic electricity charge that may occur on roof terraces or other raised deck surfacesSufficient ventilation of the underside of the deck must be ensured when Rubber Strip is fitted. (See instructions)View more"
Metsa Profi Cover Strip 12 x 66 x 4000mm Teak for Piazza Pro Composite Deckin...,£22.24,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-cover-strip-12-x-66-x-4000mm-teak-for-piazza-pro-composite-decking/p/312936,https://dam-assets.apps.travisperkins.group/xkg0lnp/GPID_1100908499_IMG_01.jpg?width=300&height=300,"A durable and attractive solution for finishing the edges of Metsa ProFi Piazza decks.Flexible enough to enable curved edgesMade in Germany with cellulose fibres and HDPEPEFC certified, PVC free and non-toxic: compliant with EN EN-71-3 Standard for Toy Safety.Easy to install with Metsa ProFi A4 Stainless Steel Screws"
Metsa Profi Cover Strip 12 x 66 x 4000mm Ebony for Piazza Pro Composite Decki...,£22.24,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-cover-strip-12-x-66-x-4000mm-ebony-for-piazza-pro-composite-decking/p/312935,https://dam-assets.apps.travisperkins.group/xp813dy/GPID_1100908501_IMG_01.jpg?width=300&height=300,"A durable and attractive solution for finishing the edges of Metsa ProFi Piazza decks.Flexible enough to enable curved edgesMade in Germany with cellulose fibres and HDPEPEFC certified, PVC free and non-toxic: compliant with EN EN-71-3 Standard for Toy Safety.Easy to install with Metsa ProFi A4 Stainless Steel Screws"
Metsa Profi Start Clip & Screws for Piazza Pro Composite Decking,£47.32,Composite Decking,https://www.travisperkins.co.uk/composite-decking/metsa-profi-start-clip-and-screws-for-piazza-pro-composite-decking/p/312937,https://dam-assets.apps.travisperkins.group/oq4geqe/GPID_1100908503_IMG_01.jpg?width=300&height=300,Stainless steel start clip and screws enabling fast and firm fixing of the first and last Metsa ProFi Piazza Pro decking boards.Stainless steel clip & A4 Torx Screws enabling fast and firm fixing of the first and last decking boardDesigned  for timber or composite substructure. Each screw box contains one Torx driver bitSuitable for all decking environments including swimming pools & coast areas
4Trade 5L Pressure Sprayer with Mannometer,£23.74,Fence Paint,https://www.travisperkins.co.uk/fence-paint/4trade-5l-pressure-sprayer-with-mannometer/p/929950,https://dam-assets.apps.travisperkins.group/v96e1l0/GPID_1010007878_IMG_00.jpg?width=300&height=300,5L Pressure Sprayer is designed to be used with sprayable timbercareGives A Professional FinishUse For Sheds And FencesFast And Effective CoverHolds 5L
