id,name,image,description,category,sub_category,main_category,top_seller,price
91,"VonHaus Air Conditioner 7000BTU, Portable Air Conditioning Unit with Remote Control, 4 Modes, 24hr Timer, LED Screen",/images/products/vonhaus-air-conditioner-7000btu-portable-air-conditioning-unit-with-remote-control-4-modes-24hr-timer-led-screen.png,"Including a window venting kit for vertically opening windows, to fully expel hot air from the room, this unit has 4 different modes to give you full control with a remote and LED screen to easily alter settings. WINDOW VENTING KIT – Fully expel hot air from the room with the included window vent kit for vertical opening windows. EASY CONTROL – The remote control, 24-hour timer and LED screen lets you change the settings easily, even from a distance. DIMENSIONS - 30cm x 30cm x 70cm (WxDxH).",Air conditioners,air_treatment,heating_plumbing,0,279.99
92,HOMCOM 7000BTU Portable Air Conditioner 4 Modes LED Display Timer Home Office,/images/products/homcom-7000btu-portable-air-conditioner-4-modes-led-display-timer-home-office.png,"Hcm  
• Power: 785W  
• Voltage: 220-240V/50HZ  
• Suitable Using Space: 10-15㎡  
• Max Cool: 7000BTU  
• Refrigerant: R290  
• Dehumidifying Capacity: 19.2L/Day  
• EER: A grade(＞2.6)  
• Certification: CE, EMC, ERP, LVD, RoHS  
• Item Label: 823-010V71
Please note: included exhaust hose must be connected for this air con to work. Colour: Black    
• Material: ABS Plastic    
• Overall Dimensions: 30.5L x 32.5W x 67.8. The summer heat can be unpredictable, which is why you need a multi-functional air con unit to match. This mobile air conditioner features an on-unit LED screen and also comes with a remote.",Air conditioners,air_treatment,heating_plumbing,0,267.99
93,HOMCOM Mobile Air Conditioner W/ RC Cooling Sleeping Mode Portable White 1080W,/images/products/homcom-mobile-air-conditioner-w-rc-cooling-sleeping-mode-portable-white-1080w.png,Btu  • Input: 220-240V  • Refrigerant: R290  • Dehumidifying Capacity: 24L/Day  • Noise: ≤65dB(A)；  • EER：A grade(＞2.6)  • Battery: 2 x AAA Battery (not included)•. Overall Dimension: 35.4W x 33.8D x 69.8H cm  • Net Weight: 24kg  • Suitable Using Space: 12-18㎡  • Max Cool: 10000. Flat Pack: Yes  • Custom Label: 823-002V71. Use: Exhaust hose is required to connect inside and outside.• Item Name: Mobile air conditioner  • Brand Name: HOMCOM • Power: 1080W  • Color:.,Air conditioners,air_treatment,heating_plumbing,0,329.99
94,HOMCOM 9000 BTU Portable Air Conditioner 4 Modes LED Display Timer Home Office,/images/products/homcom-9000-btu-portable-air-conditioner-4-modes-led-display-timer-home-office.png,"Hcm  
• Power: 1010W  
• Voltage: 220-240V/50HZ  
• Suitable Using Space: 12-18㎡  
• Max Cool: 9000BTU  
• Refrigerant: R290  
• Dehumidifying Capacity: 19.2L/Day  
• EER: A grade(＞2.6)  
• Certification: CE-EMC, ERP, LVD, RoHS  
• Item Label: 823-006V71. Color: White, Black    
• Material: ABS Plastic    
• Overall Dimensions: 35.5L x 34W x 70. 'Cool' keeps the area at a constant temperature, 'ventilate' controls the speed of the fan, 'dehumidify' dries out the moisture in the air and 'sleep' gradually increases the temperature by every hour. This portable aircon unit
 is suitable for use all day long and in different climates.",Air conditioners,air_treatment,heating_plumbing,0,308.99
95,Wood's Milan 9000BTU Air conditioner,/images/products/wood-s-milan-9000btu-air-conditioner.png,"Digital touch control panel as well as a remote control that makes it very easy to use. Sturdy wheels making the unit easy to move around the home. This air conditioner will quickly and efficiently regulate the temperature in your home or work place, providing a comfortable climate all year around. The Wood’s Milan 9K is a powerful air conditioner with a sleek and elegant design.",Air conditioners,air_treatment,heating_plumbing,0,380
96,GoodHome Air conditioning door & window seal,/images/products/goodhome-air-conditioning-door-window-seal.png,"Easy to install and suitable for all air conditioning units, this window seal kit is ideal for upgrading the air conditioners performance. The elastic opening is able to easily receive a hot air outlet with a diameter of 100mm to 200mm. It reduces the return flow of warm air, so that your mobile air conditioning unit can be more efficient and cools your room in less time. Useful for increasing cooling performance and reducing energy consumption.",Air conditioners,air_treatment,heating_plumbing,0,19
97,Yale Premium Plus Intruder alarm kit,/images/products/yale-premium-plus-intruder-alarm-kit.png,"The Yale Premium Alarm Set includes 2x motion detectors, 2x door/window opening sensors, 1x control panel and 1x outdoor siren. The part arm feature means you can choose which zone of your home needs to be controlled by the system, offering security to your home even when you're in. Comes with 2x motion detectors, 2x door/window contacts, control panel, external siren, batteries and fixing pack. The different components are already pre-linked which means it's easier and quicker set up.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,180
98,Yale HSA Wireless Door & window Intruder alarm contact,/images/products/yale-premium-plus-intruder-alarm-kit.png,Compatible with All Yale security alarms less than 4 years old. Features and benefits30m wireless range. Zone control panel. Battery-powered.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,19
99,Yale IA-320 Sync Smart 6 piece Intruder alarm kit,/images/products/yale-ia-320-sync-smart-6-piece-intruder-alarm-kit.png,"Integrate your Sync Alarm with other Yale security products, including Cameras and Smart Lock* in one place with the Yale Home AppE.g. Bringing you a new level of security with the ability to integrate with lights and voice assistants to enhance your security system. The Yale Sync Smart Home Alarm is BSI IOT Kitemarked; having undergone rigorous testing including quality, durability and physical attack tests, this alarm is secure against advanced hacking methods. Choose whether to fully secure or part arm your system for total security, making it easy to feel secure at night or when leaving pets at home.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,269
100,Yale Essentials Intruder alarm kit,/images/products/yale-ia-320-sync-smart-6-piece-intruder-alarm-kit.png,"Easy, wire-free set up for quick and easy installation. The Essentials Alarm keeps your home secure without any monitoring fees. Battery powered and wire-free for easy installation. Fully expandable system with up to 3 accessories/zones.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,119
101,Ring 2nd Gen Smart 5 piece Starter alarm kit,/images/products/yale-ia-320-sync-smart-6-piece-intruder-alarm-kit.png,"Real-time notifications sent when any of your alarm sensors are triggered24-hour backup battery keeping your home safe and secure even if the power goes out. Optional cellular backup allowing you to continue monitoring your home in the event that your system goes offline. Comes with- Base Station, Keypad, Contact Sensor, Motion Detector, Range Extender. With a new look and the same great protection, Alarm Security 5 Piece Kit is an ideal way to get started in whole-home protection for your house or flat.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,219
102,Yale Shed & garage alarm kit,/images/products/ring-2nd-gen-smart-5-piece-starter-alarm-kit.png,Fully expandable using touch and link technology. Wall mounted or free standing. Easy and wire-free installation. Motion detector alarm.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,16
103,"Yale Intruder alarm key fob, Pack of 2",/images/products/yale-shed-garage-alarm-kit.png,Compatible with the Premium Plus HSA6410. No need to share pin codes. Compatible with HSA range.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,10
104,Yale Flashing dummy siren,/images/products/yale-intruder-alarm-key-fob-pack-of-2.png,"This Dummy Siren is NOT linked to an alarm system and only designed as a visual deterrent, it does NOT sound or trigger. ""This Yale Dummy Siren with flashing LED is ideal for creating the appearance of an alarm system and improving your home security. Ds to replicate a live siren. Battery Life - 3 years.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,29
105,"Smartwares Glass Break Wireless Intruder alarm sensor, Pack of 2",/images/products/yale-flashing-dummy-siren.png,Scare off burglars with glass break sensor alarmsA loud alarm of 90 dB will be triggered when the sensor detects vibrations or if the windows breaks. The set contains two sensors that will sound an alarm when a burglar tries to enter your home by smashing a window. Secure your home with the Smartwares Glass Break Sensor Alarm. Easy to use with a switch on the side to turn on and off.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,9
106,"Smartwares Mini alarm Wireless Intruder alarm sensor, Pack of 2",/images/products/smartwares-glass-break-wireless-intruder-alarm-sensor-pack-of-2.png,Ideal for doors and windows but also can be used for for smaller objects such as medicine cabinetsA sound pressure level of 90dB will be triggered when the sensor detects vibrations or if the windows breaks. It is also possible to use the alarm to secure a cabinet where you store your medicine or detergents. Intruders will be deterred when they attempt to break into a secured areas and hear the loud 85 dB alarm. Switch the alarm easily on and off by using the switch on the side of the alarm unit.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,12
107,Yale Wireless Intruder alarm motion sensor,/images/products/smartwares-mini-alarm-wireless-intruder-alarm-sensor-pack-of-2.png,"When the alarm is set, the infrared sensor will pick up movement and activate the siren. Suitable for garages and outbuildings90° detection range. Fittings & fixings included. Compatible with HSA range.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,29
108,Yale IA Wireless Door Contact sensor,/images/products/yale-wireless-intruder-alarm-motion-sensor.png,"The Yale Door/Window Contact is easy to link with your Yale Sync Smart Home Alarm allowing you to customise your system with up to 40 accessories, with no need to use screws, perfect if you are renting your home. Link to your Yale Sync Smart Home Alarm straight out of the box, allowing you to customise your system with 40 accessories. Smarter together, the Yale Sync Alarm works with Philips Hue and Amazon Alexa, combining lights, sound and voice to create the ultimate security deterrent. Our Smart Home alarms are easy to set up and fully controllable from our Yale Home App through your phone, tablet and Apple Watch as well.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,30
109,Yale Intruder alarm key fob,/images/products/yale-ia-wireless-door-contact-sensor.png,"Compatible with Can be used with 54473 and 97114, and with any of the Series 6000 alarms. Features and benefits30m wireless range. Zone control panel. Battery-powered.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,19
110,Yale IA AC-PIR Wireless Motion detector,/images/products/yale-intruder-alarm-key-fob.png,"Our Smart Home alarms are easy to set up and fully controllable from our Yale Home App through your phone, tablet and Apple Watch as well. The Yale Sync alarm also connects simply to other Yale smart security products insuring total peace of mind from anywhere. Link to your Yale Sync Smart Home Alarm straight out of the box, allowing you to customise your system with 40 accessories. Smarter together, the Yale Sync Alarm works with Philips Hue and Amazon Alexa, combining lights, sound and voice to create the ultimate security deterrent.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,39
111,"Smartwares Pincode Wireless Intruder alarm sensor, Pack of 1",/images/products/yale-ia-ac-pir-wireless-motion-detector.png,"You can mount the alarm to your door or window to get warned if burglars try to force your door or window to get inside. The Smartwares SMA-40252 Door/window alarm allows you to secure your door, window or even your cupboard. No complicated alarm system but a small simple alarm. Comes with Magnetic sensor with keypad & all batteries.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,12
112,Yale AC-KF Alarm key fob,/images/products/smartwares-pincode-wireless-intruder-alarm-sensor-pack-of-1.png,"The Key Fob is easy to link with your Yale Sync Smart Home Alarm allowing you to customise your system with up to 40 accessories, with no need to use screws, perfect if you are renting your home. Bringing you a new level of security with the ability to integrate with lights and voice assistants to enhance your security system. Link to your Yale Sync Smart Home Alarm straight out of the box, allowing you to customise your system with 40 accessories. Our Smart Home alarms are easy to set up and fully controllable from our Yale Home App through your phone, tablet and Apple Watch as well.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,30
113,Bosch Smart Home Wireless Door & window Alarm contact sensor,/images/products/ring-2nd-gen-smart-5-piece-starter-alarm-kit.png,It can work alongside all other Bosch Smart Home products to reduce or stop heating when windows are opened and trigger an alarm in the event of unauthorised entry. Status display (open/closed) shows in App favourites. Notifies connected radiator thermostats about open windows. Detects and informs about open doors and windows.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,30
114,Aico SmartLINK Interlinked Alarm module,/images/products/bosch-smart-home-wireless-door-window-alarm-contact-sensor.png,"The module plugs into the designated slot on the back of all Ei3000 series alarm heads. Allows wireless interconnection with up to 12 alarms and devices. Receives, transmits and repeats RF specific data. The Aico alarm module is an optional add-on for use with the Ei3000 series of alarms.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,55
115,Ring 2nd Gen Alarm keypad,/images/products/aico-smartlink-interlinked-alarm-module.png,"Compatible with 1st and 2nd generation Ring Alarm devices and accessories.3 available security modes: Home, Away & Disarmed. All new panic buttons will sound the siren on your base station or outdoor siren and notify your emergency contacts. Featuring a more compact design to seamlessly blend into your home, Ring Alarm Keypad can be placed wherever is most convenient to easily arm and disarm your Alarm system. Compatible with 1st and 2nd generation Ring Alarm devices and accessories.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,49
116,Bosch Smart Home White Room control kit,/images/products/ring-2nd-gen-alarm-keypad.png,"Thanks to the intelligent interaction between the devices of the Bosch Smart Home Indoor Climate Starter Kit, you always enjoy your personal feel-good temperature at home, while saving energy at the same time. Comes with 1x Smart Home controller, 1x door/window contact & 2x radiator thermostats. Door/Window contact informs radiator thermostats about open windows. With a smart home, you save valuable time and money in the long term.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,239
117,Bosch Smart Home Smart 4 piece Starter alarm kit,/images/products/bosch-smart-home-wireless-door-window-alarm-contact-sensor.png,"Comes with- 1x Smart Home controller, 1x door/window contact, 1x smoke detector & 1x motion detector. The combination of smart products detects smoke or unauthorized access and triggers an alarm siren. Ideal combination of Bosch Smart Home products for a home alarm system. Warning notifications are sent to the Bosch Smart Home App immediately.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,300
118,Bosch Smart Home RFPR-ZB-SH-EU Wireless Motion detector,/images/products/bosch-smart-home-smart-4-piece-starter-alarm-kit.png,"Automatic light control (via the app service ""moving light“)Pet immunity for pets weighing up to 25kg. Secures your home with integration into Bosch Smart Home alarm system, sneak-by guard and demolition alarm. When at home, you can use the Motion Detector for automatic lighting control with Philips Hue or Ledvance lamps as well as Bosch Smart Plugs. Minimal maintenance - battery life of up to 5 years.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,60
119,Bosch Smart Home Flood & water alarm,/images/products/bosch-smart-home-rfpr-zb-sh-eu-wireless-motion-detector.png,"The Bosch Smart Home water alarm informs you in the event of a water leakage – visually (blue flashing of your Philips Hue or Ledvance lights), acoustically and via app - and helps you to prevent significant water damage. The flat, compact design makes it fit into corners and under many washing machines. An app automation will immediately deactivate household devices connected to Bosch smart plugs to prevent further water spillage. The water alarm also activates your indoor camera to see live images while the emergency call button pops up in your Smart Home app.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,49
120,Ring Wireless Outdoor Siren,/images/products/bosch-smart-home-flood-water-alarm.png,"To use the Dusk to Dawn feature you will need to power Outdoor Siren with a Quick Release Battery Pack combined with a Solar Panel for a continuous charge, or hardwired for non-stop power. Outdoor Siren also supports Ring Plug-in Adapter (2nd Generation) which allows you to power the Dusk to Dawn feature from an internal electrical socket. Connect an additional compatible power source and turn on the Dusk to Dawn feature to use Ring Alarm Outdoor Siren as an everyday security sign. With Dusk to Dawn activated, your Outdoor Siren will be visible after dark and will let the neighbourhood know you have security covered.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,69
121,Ryobi ONE+ 18V One+ 115mm Brushed Cordless Angle grinder R18AG-0 - Bare unit,/images/products/ryobi-one-18v-one-115mm-brushed-cordless-angle-grinder-r18ag-0-bare-unit.png,"This item is a 'bare' tool (without battery or charger) which is a great value way to expand your ONE+ collection. The tool includes an auxiliary handle, wrench, wheel guard and metal grinding disc. Comes with Auxiliary handle, wrench, wheel guard and 1x grinding disc. Discs can be easily changed using the tool-less wheel guard and nut.",Angle grinders,power_tools,tools_equipment,0,85
122,Black+Decker 710W 230V 115mm Corded Angle grinder BEG010A5,/images/products/black-decker-710w-230v-115mm-corded-angle-grinder-beg010a5.png,"Mains-powered angle grinder with a 3 m cable115 mm disc diameter-great for smaller everyday tasks. Lock on switch and 2 handle positions, you can feel at-ease completing any cutting or grinding project. Comes with 710W 115mm grinder, 4x metal cutting discs, 1x stone cutting disc, cutting guard, grinding guard. With even more control due to the soft start engine, that reduces movement of the tool on start up.",Angle grinders,power_tools,tools_equipment,0,36
123,Mac Allister 750W 240V 115mm Corded Angle grinder 2525,/images/products/mac-allister-750w-240v-115mm-corded-angle-grinder-2525.png,"Supplied with grinding guard, cutting guard, 1 spanner and 1 side handle. Tool-free guard adjustment ensures quick and easy guard change. Unique, ergomonic soft grip handle for comfort whilst working. Two position side handle provides increased user comfort and control.",Angle grinders,power_tools,tools_equipment,0,28
124,Bosch 18V Power for all 125mm Brushless Cordless Angle grinder 06033D9002 - Bare unit,/images/products/bosch-18v-power-for-all-125mm-brushless-cordless-angle-grinder-06033d9002-bare-unit.png,"Enjoy smooth tool operation thanks to the soft start, brake function, and quick adjust guard. Soft start, brake function and quick adjust guard for smooth working. It is designed for grinding, cutting, brushing, and polishing jobs on metal, stone, concrete blocks, and tiles. Ideal for grinding, cutting, brushing and polishing metal, stone, concrete & tile.",Angle grinders,power_tools,tools_equipment,0,75
125,DeWalt 800W 230V 115mm Corded Angle grinder DWE4056-GB,/images/products/dewalt-800w-230v-115mm-corded-angle-grinder-dwe4056-gb.png,Small girth allows comfortable gripping resulting in superior ergonomics100% ball bearing design increases efficiency and durability. The low profile gear case allows access in confined areas. Pop off brushes protect the armature from damage at the end of brush life resulting in greater motor durability. Independent box and spring brush holder design increases brush life.,Angle grinders,power_tools,tools_equipment,0,67
126,Erbauer EXT 18V 4Ah Li-ion 115mm Cordless Angle grinder 1 battery EAG18-Li,/images/products/erbauer-ext-18v-4ah-li-ion-115mm-cordless-angle-grinder-1-battery-eag18-li.png,"Please note, this EXT Erbauer product is not compatible with the previous generation Erbauer power tools or batteries. Keep Cool battery technology actively manages temperature, keeping cells cool so they do not overheat: giving more power, longer runtime and battery life. Ah keep cool battery delivers 25% more runtime than a standard Erbauer battery without keep cool. Advanced brushless motor technology delivers revolutionary performance: giving more power, higher torque, longer runtime and motor life.",Angle grinders,power_tools,tools_equipment,0,160
127,DeWalt XR 18V XR 125mm Cordless Angle grinder DCG412N - Bare unit,/images/products/dewalt-xr-18v-xr-125mm-cordless-angle-grinder-dcg412n-bare-unit.png,"Takes 125mm diameter x 22.2mm bore cutting discs. Steel cut spiral bevel gears provide highest level of durability and low vibration, increasing user productivity. Low profile jam pot gear case improves gear durability and ergonomics. Quick change wheel release allows quick and easy wheel removal.",Angle grinders,power_tools,tools_equipment,0,125
128,Bosch DIY 750W 240V 115mm Corded Angle grinder 3 603 CA2,/images/products/bosch-diy-750w-240v-115mm-corded-angle-grinder-3-603-ca2.png,"Dust Protection System prevents internal wear and prolongs the tool lifetime180° rotatable housing offers accessibility for right- or left-handed use. The grinder also features a quick adjust guard to control sparks.750 W motor ideal for handling medium-sized DIY jobs. The PWS 750-115 angle grinder offers manageability and quick progress on medium-sized DIY jobs. Ideal for grinding, cutting, and brushing metal, stone, concrete, and tile.",Angle grinders,power_tools,tools_equipment,0,44
129,Black+Decker 2.0Ah Li-ion 125mm Cordless Angle grinder BCG720D13-GB,/images/products/black-decker-2-0ah-li-ion-125mm-cordless-angle-grinder-bcg720d13-gb.png,"Ideal applications - Perfect for cutting metal pipes, brick, stone and concrete paving slabs, ceramic floor tiles, grinding rust and paint removal from metal work, removing excess weld and mortar removal. The power of a corded machine without the cablePOWERCONNECT™ battery system powers every product across our extended cordless 18V range. Part of the 18V POWERCONNECT™ battery system, the interchangeable cordless battery system that works with all Black+Decker 18V cordless products. Powerful high-performance motor for tougher applications125mm disc size provides a good balance between depth of cut and accessibility.",Angle grinders,power_tools,tools_equipment,0,65
130,Makita 720W 240V 115mm Corded Angle grinder GA4530R,/images/products/makita-720w-240v-115mm-corded-angle-grinder-ga4530r.png,"The Makita GA4530R 115mm angle grinder features an ergonomically designed handle, providing best possible grip for the user. This product has an ultra slim body design at only 179mm in circumferenceM14 Spindle thread. Features a high quality Makita motor that provides excellent heat resistance. It's dust proof ball bearings reduce machine maintenance requirements.",Angle grinders,power_tools,tools_equipment,0,54
131,Einhell 18V Power X-Change 115mm Cordless Angle grinder TC-AG 18/155 Li-Solo (4431132) - Bare unit,/images/products/einhell-18v-power-x-change-115mm-cordless-angle-grinder-tc-ag-18-155-li-solo-4431132-bare-unit.png,"There is a manoeuvrable handle that fixes in 3 positions, this allows for less strain on users and promotes greater control over the machine. Extensive safety package: restart safeguard, soft start function and overload cut-out. The angle grinder includes a restart safeguard, soft start function and overload cut out. Additional handle with soft grip can be mounted.",Angle grinders,power_tools,tools_equipment,0,35
132,Makita LXT 18V LXT 115mm Cordless Angle grinder DGA452Z - Bare unit,/images/products/makita-lxt-18v-lxt-115mm-cordless-angle-grinder-dga452z-bare-unit.png,Comes with an anti-start safety feature meaning the grinder will not start when the battery is inserted and it is switched on22 minute charge time with the air cooled Makstar Optimum Charging System. The DGA452Z Makita 18v Grinder is ideal for professional and DIY users alike due to the sheer power and versatility that it offers. Comes with Abrasive disc. Battery not included.,Angle grinders,power_tools,tools_equipment,0,120
133,Ryobi 600W 240V 115mm Corded Angle grinder RAG600-115GA5,/images/products/ryobi-600w-240v-115mm-corded-angle-grinder-rag600-115ga5.png,"New switch electronics prevent accidental starting when plugged into power mains by defaulting to off position. Comes with 5x grinding discs, 1x grinding wheel, wrench, wheel guard, auxiliary handle. Slim profile and 2 position handle ensures maximum versatility. Spindle lock and adjustable 115mm guard for easy wheel and accessory changing.",Angle grinders,power_tools,tools_equipment,0,47
134,Erbauer EXT 18V 115mm Cordless Angle grinder EAG18-Li - Bare,/images/products/erbauer-ext-18v-115mm-cordless-angle-grinder-eag18-li-bare.png,"Please note, this EXT Erbauer product is not compatible with the previous generation Erbauer power tools or batteries. Advanced brushless motor technology delivers revolutionary performance: giving more power, higher torque, longer runtime and motor life. Electronic control options like soft start, restart protection and overload protection offer more safety control. Battery not included, but the Angle Grinder is compatible with all Erbauer EXT 18V batteries and chargers.",Angle grinders,power_tools,tools_equipment,0,80
135,Mac Allister 2000W 240V 230mm Corded Angle grinder MSAG2000,/images/products/mac-allister-2000w-240v-230mm-corded-angle-grinder-msag2000.png,Tool-free guard adjustment ensures quick and easy guard change for optimal safety and comfort. Soft start allows for greater control and prevents the tool from wrenching or twisting on start up. Three position side handle provides increased user comfort and control. Spindle lock allows fast and easy disc replacement.,Angle grinders,power_tools,tools_equipment,0,60
136,Lumberjack 115mm Angle Grinder 820W Includes Grinding Disc and Side Handle,/images/products/lumberjack-115mm-angle-grinder-820w-includes-grinding-disc-and-side-handle.png,"The handle included can be attached to the left, the right or the top of the machine & allowing you to achieve the best angle and optimum operational control. Remove rust, grind mortar, smooth surfaces and cut metal piping  all with this adaptable handheld power tool. Thanks to a 115mm disc, extremely powerful 750W motor and 11000 RPM with no load speed, even the most challenging of jobs can be completed with ease and total control. Spindle lock promotes quick, easy disc changes, so you can seamlessly switch from grinding to polishing.",Angle grinders,power_tools,tools_equipment,0,29
137,Erbauer 900W 240V 115mm Corded Angle grinder EAG900-115,/images/products/erbauer-900w-240v-115mm-corded-angle-grinder-eag900-115.png,"Anti-vibration auxiliary handle reduces vibration, providing increased comfort and control. Tool-free guard adjustment ensures easy and fast guard change. Erbauer build the power tools you can trust to deliver expert results year after year, earning their place in your toolbox. Features a 2 in 1 guard.",Angle grinders,power_tools,tools_equipment,0,45
138,Mac Allister Solo 18V 115mm Cordless Angle grinder MAG18-Li - Bare unit,/images/products/mac-allister-solo-18v-115mm-cordless-angle-grinder-mag18-li-bare-unit.png,"Comes with 1x blade spanner, 1x auxiliary handle, 1x 2-in-1 guard (cutting & grinding)Battery not included. Ergonomic, soft grip handle for comfort and control2 in 1 guard for cutting and grinding. Includes 2-in-1 guard for cutting and grinding with quick and easy tool-free guard change. Soft start for smooth start-up and minimal kick back.",Angle grinders,power_tools,tools_equipment,0,45
139,Erbauer 2200W 240V 230mm Corded Angle grinder EAG2200,/images/products/erbauer-2200w-240v-230mm-corded-angle-grinder-eag2200.png,"Anti-vibration auxiliary handle reduces vibration, providing increased comfort and control. Rotatable rear handle for improved control at angles. Straightforward tools that work reassuringly hard to GET IT DONE.Soft start and overload protection ensures safer and reliable control. Tool-free guard adjustment ensures easy and fast guard change.",Angle grinders,power_tools,tools_equipment,0,85
140,DeWalt 2000W 240V 230mm Corded Angle grinder DWE490-GB,/images/products/dewalt-2000w-240v-230mm-corded-angle-grinder-dwe490-gb.png,Compact & Ergonomic Design135mm in wood and 10mm in metal0-45 ° bevel cutting angle. Quick-release guard for easy grinder position changes2-Position side handle. Walt DWE490 is a powerful and tough angle grinder with no-volt lock-off switch. Epoxy-coated windings for protection from abrasion and dust.,Angle grinders,power_tools,tools_equipment,0,116
141,JCB 18V Angle Grinder with 2 x 2.0Ah Lithium-ion Batteries and 2.4A Charger - JCB-18AG-2-V2,/images/products/jcb-18v-angle-grinder-with-2-x-2-0ah-lithium-ion-batteries-and-2-4a-charger-jcb-18ag-2-v2.png,"Ah Lithium-ion battery compatible with JCB 18V cordless and brushless power tools. Charge time in less than 1 hour with JCB 18V 2.4A Fast Charger. Ah Lithium-ion battery and 2.4A fast charger3 position handle for greater control in a variety of applications. Please note - Our delivery to the UK mainland is free, but postcodes outside this area, which include Highlands & Offshore Islands may be charged additional costs.",Angle grinders,power_tools,tools_equipment,0,124.99
142,Lumberjack Cordless 20V Angle Grinder 115mm M14 Thread Overload Protection Red (BARE UNIT),/images/products/jcb-18v-angle-grinder-with-2-x-2-0ah-lithium-ion-batteries-and-2-4a-charger-jcb-18ag-2-v2.png,"Extremely robust and resilient with a 4 pole high performance motor producing a high waste removal rate, the overload protection feature gives the user total safety control. The LAG115 features a slim design with ergonomic rubber grip ensuring less user fatigue, the tool free safety guard and spindle lock allow for an easy blade change. Compatible with Lumberjack LLB40 & LLB20 Lithium Ion batteries. Comes with 1x Blade, 1x Blade Guard & 1x Auxiliary Handle.",Angle grinders,power_tools,tools_equipment,0,59
143,Lumberjack 20V 115mm Angle Grinder Kit 1x 4Ah Battery and Fast Charger,/images/products/lumberjack-20v-115mm-angle-grinder-kit-1x-4ah-battery-and-fast-charger.png,"Extremely robust and resilient with a 4 pole high performance motor producing a high waste removal rate, the overload protection feature gives the user total safety control. The LAG115 features a slim design with ergonomic rubber grip ensuring less user fatigue, the tool free safety guard and spindle lock allow for an easy blade change. Ah battery charges from empty to 100% in only 60 minutes & 80% in around 30 minutes. Digital power display identifies the condition of the battery and charging condition.",Angle grinders,power_tools,tools_equipment,0,99
144,Einhell Power X-Change 18V 115m Cordless Angle Grinder TE-AG 18/115 Li Solo,/images/products/lumberjack-20v-115mm-angle-grinder-kit-1x-4ah-battery-and-fast-charger.png,"The Einhell TE-AG 18 Li Power X-Change Angle Grinder is a very handy, compact tool and is the lightest angle grinder of its class. Einhell 4431110 TE-AG 18 Li Power X-Change Angle Grinder 115mm 18V. It is a member of the Power X-Change family and is powered by Lithium-ion rechargeable batteries with a battery management system for a long life.  . Li Power X-Change Angle Grinder is supplied as a Bare Unit - No Battery or Charger supplied.",Angle grinders,power_tools,tools_equipment,0,65
145,KOTA White MDF Torus Architrave (L)2.18m (W)69mm (T)18mm,/images/products/kota-white-mdf-torus-architrave-l-2-18m-w-69mm-t-18mm.png,"Free from natural defectsKOTA mouldings are extremely colour fast compared to gloss paint. Architrave is ideal as a surround for doors and windows. Made using responsibly sourced, Forest Friendly timber. Fully finished.",Architrave,timber_sheet,building_hardware,0,12.97
146,GoodHome Planed Natural Pine Torus Architrave (L)2.1m (W)58mm (T)15mm,/images/products/goodhome-planed-natural-pine-torus-architrave-l-2-1m-w-58mm-t-15mm.png,"This redwood architrave from Metsä Wood will look great as a decorative feature for your walls, adding the perfect finishing touch to any room in your home. Paint, stain or varnish to achieve desired finish. You can paint, stain or varnish to get the finish you want. Architrave is ideal as a surround for doors and windows.",Architrave,timber_sheet,building_hardware,0,6.97
147,GoodHome Primed White MDF Torus Architrave (L)2.1m (W)69mm (T)18mm,/images/products/goodhome-primed-white-mdf-torus-architrave-l-2-1m-w-69mm-t-18mm.png,"This MDF architrave from Metsä Wood will look great as a decorative feature for your walls, adding the perfect finishing touch to any room in your home. This Torus Architrave Create decorative feature for your walls. You can paint, stain or varnish to get the finish you want. Architrave is ideal as a surround for doors and windows.",Architrave,timber_sheet,building_hardware,0,10.97
