id,name,image,description,category,sub_category,main_category,top_seller,price
93,HOMCOM Mobile Air Conditioner W/ RC Cooling Sleeping Mode Portable White 1080W,/images/products/homcom-mobile-air-conditioner-w-rc-cooling-sleeping-mode-portable-white-1080w~5056399100864_01c_MP_$MOB_PREV$&$width=500&$height=500.png,"Beat the Summer heat in the most effective way possible – say hello to this 1080W mobile air conditioners from HOMCOM. A built-in 24 hour timer allows you to set the air con unit to run until a certain time – perfect for when you want to use it getting to sleep but don’t want it on as you wake up, with its auto shut-off function preventing electricity being wasted when the tank is full. Small but mighty, our air conditioning unit can fit into smaller areas with ease. Four swivel wheels on the base to move around easily.24 HOUR TIMER: Allows you to set this portable aircon unit to a specific running time, ideal for when you’re going to sleep, helping to save electricity. AUTO-CUT OFF: The ac unit will automatically cut off when the tank is full to prevent water from overfilling to your floor. Removable air filter, keeping the aircon which circulates around fresh and clean for hygiene. 69.8H x 35.4W x 33.8. DcmInput: 220-240V. Dehumidifying capacity: 24 litres. Allows you to control portable ac air conditioner when you're not close to it. Powered by 2 x AAA batteries (not included). If the mobile air conditioner cannot be cooled, it may be a problem with the transportation method, not the quality of the machine itself. It is recommended to stand for 24 hours before turning it on. Use: Exhaust hose is required to connect inside and outside.• Item Name: Mobile air conditioner  • Brand Name: HOMCOM • Power: 1080W  • Color: White  • Material: ABS  • Overall Dimension: 35.4W x 33.8D x 69.8H cm  • Net Weight: 24kg  • Suitable Using Space: 12-18㎡  • Max Cool: 10000. Btu  • Input: 220-240V  • Refrigerant: R290  • Dehumidifying Capacity: 24L/Day  • Noise: ≤65dB(A)；  • EER：A grade(＞2.6) • Battery: 2 x AAA Battery (not included)• Flat Pack: Yes  • Custom Label: 823-002V71",Air conditioners,air_treatment,heating_plumbing,0,329.99
94,HOMCOM 9000 BTU Portable Air Conditioner 4 Modes LED Display Timer Home Office,/images/products/homcom-9000-btu-portable-air-conditioner-4-modes-led-display-timer-home-office~5056399125652_01c_MP_$MOB_PREV$&$width=500&$height=500.png,"The summer heat can be unpredictable, which is why you need a portable ac to match. Bring in this HOMCOM air con unit which does four jobs in one. 'Cool' keeps the area at a constant temperature, 'ventilate' controls the speed of the fan, 'dehumidify' dries out the moisture in the air and 'sleep' gradually increases the temperature by every hour. This portable aircon unit
 is suitable for use all day long and in different climates. Features an on-unit LED screen and this aircon
also comes with a remote. Control requires 2 x AAA batteries (not included). REMOVABLE AIR FILTER: Keeps the air hygienically clean. EXHAUST HOSE INCLUDED: This ac unit ​must be used with the pipe to work. REFRIGERANT R290 to deliver instant cooling for home and officeAIR CON DIMENSIONS: 70H x 35.5L x 34. WcmASSEMBLY REQUIRED.• Color: White, Black    
• Material: ABS Plastic    
• Overall Dimensions: 35.5L x 34W x 70. Hcm  
• Power: 1010W  
• Voltage: 220-240V/50HZ  
• Suitable Using Space: 12-18㎡  
• Max Cool: 9000BTU  
• Refrigerant: R290  
• Dehumidifying Capacity: 19.2L/Day  
• EER: A grade(＞2.6)  
• Certification: CE-EMC, ERP, LVD, RoHS  
• Item Label: 823-006V71",Air conditioners,air_treatment,heating_plumbing,0,308.99
95,Wood's Milan 9000BTU Air conditioner,/images/products/wood-s-milan-9000btu-air-conditioner~7332857501717_01c_$MOB_PREV$&$width=500&$height=500.png,"This air conditioner will quickly and efficiently regulate the temperature in your home or work place, providing a comfortable climate all year around. Comes with Air conditioner, window kit & remote control. Works with Google and Alexa to control your temperature in your home at any time of the day. Digital touch control panel as well as a remote control that makes it very easy to use. Smart Home Air Conditioning UnitSturdy wheels making the unit easy to move around the home",Air conditioners,air_treatment,heating_plumbing,0,380.0
96,GoodHome Air conditioning door & window seal,/images/products/goodhome-air-conditioning-door-window-seal~3663602499862_01c_$MOB_PREV$&$width=500&$height=500.png,"Comes with 7m self-adhesive hook strap. Easy to install and suitable for all air conditioning units, this window seal kit is ideal for upgrading the air conditioners performance. It reduces the return flow of warm air, so that your mobile air conditioning unit can be more efficient and cools your room in less time. Suitable for use with all local air conditioners. The elastic opening is able to easily receive a hot air outlet with a diameter of 100mm to 200mm",Air conditioners,air_treatment,heating_plumbing,0,19.0
97,Yale Premium Plus Intruder alarm kit,/images/products/yale-premium-plus-intruder-alarm-kit~5011802300446_03c_wid=500&hei=500.png,"The Yale Premium Alarm Set includes 2x motion detectors, 2x door/window opening sensors, 1x control panel and 1x outdoor siren. One-touch control allows you to disarm with one tap. Comes with 2x motion detectors, 2x door/window contacts, control panel, external siren, batteries and fixing pack. Zone control for part-arming. Zone control. The part arm feature means you can choose which zone of your home needs to be controlled by the system, offering security to your home even when you're in.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,180.0
98,Yale HSA Wireless Door & window Intruder alarm contact,/images/products/yale-premium-plus-intruder-alarm-kit~5011802300446_03c_wid=500&hei=500.png,Compatible with All Yale security alarms less than 4 years old. Features and benefits30m wireless range.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,19.0
99,Yale IA-320 Sync Smart 6 piece Intruder alarm kit,/images/products/yale-ia-320-sync-smart-6-piece-intruder-alarm-kit~5011802307087_01c_bq_wid=500&hei=500.png,"A home alarm system built with you in mind giving you peace of mind that your home is secure and protected. The Yale Sync Smart Home Alarm is BSI IOT Kitemarked; having undergone rigorous testing including quality, durability and physical attack tests, this alarm is secure against advanced hacking methods. With no monthly fees, you can arm, part-arm & disarm your home from anywhere at any time with the Yale Home AppReceive alerts when your alarm is triggered with real-time notifications and when you leave the house, geolocation will remind you to set the alarm. You can also expand your alarm system with up to 40 easy to link accessories to best fit your home. To make life that bit simpler, our Sync Smart Home Alarm works with leading voice assistants, Alexa and the Google AssistantYou can also connect your Sync Smart Home alarm to Philips Hue, giving you a visual deterrent as you lights turn red, well as an audible one when your alarm is triggered. And what’s more, now you can control your Smart Home Alarms, Indoor and Outdoor Cameras and Smart Lock* in one place with the Yale Home App* Requires Sync Alarm Lock Module. With easy app control, know when the alarm is triggered with real-time notifications. Integrate your Sync Alarm with other Yale security products, including Cameras and Smart Lock* in one place with the Yale Home AppE.g. Disarm your alarm and switch off your cameras as your Smart Lock unlocks.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,269.0
100,Yale Essentials Intruder alarm kit,/images/products/yale-ia-320-sync-smart-6-piece-intruder-alarm-kit~5011802307087_01c_bq_wid=500&hei=500.png,"Pre-linked for easier set up. The Yale Essentials Alarm Kit is an ideal security system for the family home. It's a convenient and expandable solution that protects your home and outbuildings without requiring modifications to your property. Easy, wire-free set up for quick and easy installation. Fully expandable system with up to 3 accessories/zones.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,119.0
101,Ring 2nd Gen Smart 5 piece Starter alarm kit,/images/products/yale-ia-320-sync-smart-6-piece-intruder-alarm-kit~5011802307087_01c_bq_wid=500&hei=500.png,"With a new look and the same great protection, Alarm Security 5 Piece Kit is an ideal way to get started in whole-home protection for your house or flat. Quick to install, easy to use and completely customisable to fit your home. Welcome to your safer, smarter home. Ring Alarm easily expands to fit your needs, on your terms. Real-time notifications sent when any of your alarm sensors are triggered24-hour backup battery keeping your home safe and secure even if the power goes out. Optional cellular backup allowing you to continue monitoring your home in the event that your system goes offline.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,219.0
102,Yale Shed & garage alarm kit,/images/products/ring-2nd-gen-smart-5-piece-starter-alarm-kit~0840080519968_02c_bq_wid=500&hei=500.png,Motion detector alarm. Easy and wire-free installation.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,16.0
103,"Yale Intruder alarm key fob, Pack of 2",/images/products/yale-shed-garage-alarm-kit~5011802188679_02c_wid=500&hei=500.png,Compatible with HSA range.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,10.0
104,Yale Flashing dummy siren,/images/products/yale-intruder-alarm-key-fob-pack-of-2~5011802300453_01c_wid=500&hei=500.png,"""This Yale Dummy Siren with flashing LED is ideal for creating the appearance of an alarm system and improving your home security. This Dummy Siren is NOT linked to an alarm system and only designed as a visual deterrent, it does NOT sound or trigger.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,29.0
105,"Smartwares Glass Break Wireless Intruder alarm sensor, Pack of 2",/images/products/yale-flashing-dummy-siren~5011802386921_01c_wid=500&hei=500.png,Comes with 2x glass break sensors & batteries. Secure your home with the Smartwares Glass Break Sensor AlarmThe set contains two sensors that will sound an alarm when a burglar tries to enter your home by smashing a window. Scare off burglars with glass break sensor alarmsA loud alarm of 90 dB will be triggered when the sensor detects vibrations or if the windows breaks.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,9.0
106,"Smartwares Mini alarm Wireless Intruder alarm sensor, Pack of 2",/images/products/smartwares-glass-break-wireless-intruder-alarm-sensor-pack-of-2~8711658440965_01c_bq_wid=500&hei=500.png,"The Smartwares Door/window alarm allows you to secure your door, window or even your cupboard. Intruders will be deterred when they attempt to break into a secured areas and hear the loud 85 dB alarm. Ideal for doors and windows but also can be used for for smaller objects such as medicine cabinetsA sound pressure level of 90dB will be triggered when the sensor detects vibrations or if the windows breaks. Switch the alarm easily on and off by using the switch on the side of the alarm unit. It is also possible to use the alarm to secure a cabinet where you store your medicine or detergents. The alarm will sound if your child opens the cabinet",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,12.0
107,Yale Wireless Intruder alarm motion sensor,/images/products/smartwares-mini-alarm-wireless-intruder-alarm-sensor-pack-of-2~8711658441108_01c_bq_wid=500&hei=500.png,Compatible with HSA range. Fittings & fixings included.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,29.0
108,Yale IA Wireless Door Contact sensor,/images/products/yale-wireless-intruder-alarm-motion-sensor~5010609097153_03c_BQ_wid=500&hei=500.png,"Fittings & fixings included. Secures any door or window, the main access points to your home, triggering your alarm & sending you a notification if the contact is broken while armed. Easy to install on walls & in corners with no tools required.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,30.0
109,Yale Intruder alarm key fob,/images/products/yale-ia-wireless-door-contact-sensor~5011802291263_01c_bq_wid=500&hei=500.png,"Compatible with Can be used with 54473 and 97114, and with any of the Series 6000 alarms.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,19.0
110,Yale IA AC-PIR Wireless Motion detector,/images/products/yale-intruder-alarm-key-fob~5010609097184_01c_BQ_wid=500&hei=500.png,"The Yale Motion Detector (Sync Alarm Range) is an accessory of the Yale Sync Smart Home AlarmThe Yale Sync Motion Detector activates the alarm when motion is detected and immediately notified you via the Yale Home app. Up to 40 Sync Alarm accessories can be paired to one Sync HubSmarter together, the Yale Sync Alarm works with Philips Hue and Amazon Alexa, combining lights, sound and voice to create the ultimate security deterrent. Our Smart Home alarms are easy to set up and fully controllable from our Yale Home App through your phone, tablet and Apple Watch as well. The Yale Sync alarm also connects simply to other Yale smart security products insuring total peace of mind from anywhere. Triggers your alarm and notifies you immediately when motion is detected within the large, 12 metre, 110 degree range. Get notifications to your Yale Home app if movement is detected in your home while the alarm is armed. Link to your Yale Sync Smart Home Alarm straight out of the box, allowing you to customise your system with 40 accessories.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,39.0
111,"Smartwares Pincode Wireless Intruder alarm sensor, Pack of 1",/images/products/yale-ia-ac-pir-wireless-motion-detector~5011802291294_01c_bq_wid=500&hei=500.png,"The Smartwares SMA-40252 Door/window alarm allows you to secure your door, window or even your cupboard. The door/window alarm can be used for many purposes. You can mount the alarm to your door or window to get warned if burglars try to force your door or window to get inside. Arm and disarm the alarm by using a numeral code. No complicated alarm system but a small simple alarm.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,12.0
112,Yale AC-KF Alarm key fob,/images/products/smartwares-pincode-wireless-intruder-alarm-sensor-pack-of-1~8711658441177_01c_wid=500&hei=500.png,"With the Sync Alarm Key Fob, part of the Yale Sync Alarm range, you can arm or part-arm or disarm your alarm. The Key fob also allows you to activate the alarm in case of an emergency. The Key Fob is easy to link with your Yale Sync Smart Home Alarm allowing you to customise your system with up to 40 accessories, with no need to use screws, perfect if you are renting your home. Smarter together, the Yale Sync Alarm works with Philips Hue and Amazon Alexa, combining lights, sound and voice to create the ultimate security deterrent. Our Smart Home alarms are easy to set up and fully controllable from our Yale Home App through your phone, tablet and Apple Watch as well. The Yale Sync alarm also connects simply to other Yale smart security products ensuring total peace of mind from anywhere. Arm or disarm your alarm with your Key fob and secure your home even when you are in, with part-arming. Trigger the alarm using your Key Fob, with just one touch, in case of emergencies. Link to your Yale Sync Smart Home Alarm straight out of the box, allowing you to customise your system with 40 accessories.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,30.0
113,Bosch Smart Home Wireless Door & window Alarm contact sensor,/images/products/ring-2nd-gen-smart-5-piece-starter-alarm-kit~0840080519968_02c_bq_wid=500&hei=500.png,It can work alongside all other Bosch Smart Home products to reduce or stop heating when windows are opened and trigger an alarm in the event of unauthorised entry. Detects and informs about open doors and windows. Triggers alarm in case of burglary. Notifies connected radiator thermostats about open windows. Status display (open/closed) shows in App favourites,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,30.0
114,Aico SmartLINK Interlinked Alarm module,/images/products/bosch-smart-home-wireless-door-window-alarm-contact-sensor~4057749314499_01c_wid=500&hei=500.png,The Aico alarm module is an optional add-on for use with the Ei3000 series of alarms. Compatible with 3000 Series alarms. The module plugs into the designated slot on the back of all Ei3000 series alarm heads. Allows wireless interconnection with up to 12 alarms and devices. Forecast alarm replacements and maintenance. Powered directly via alarm head.,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,55.0
115,Ring 2nd Gen Alarm keypad,/images/products/aico-smartlink-interlinked-alarm-module~5099383006605_01c_wid=500&hei=500.png,"Compatible with 1st and 2nd generation Ring Alarm devices and accessories. Compatible with 1st and 2nd generation Ring Alarm devices and accessories.3 available security modes: Home, Away & DisarmedAll new panic buttons will sound the siren on your base station or outdoor siren and notify your emergency contacts.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,49.0
116,Bosch Smart Home White Room control kit,/images/products/ring-2nd-gen-alarm-keypad~0840080555669_02c_bq_wid=500&hei=500.png,"With a smart home, you save valuable time and money in the long term. Comes with 1x Smart Home controller, 1x door/window contact & 2x radiator thermostats. Thanks to the intelligent interaction between the devices of the Bosch Smart Home Indoor Climate Starter Kit, you always enjoy your personal feel-good temperature at home, while saving energy at the same time. Door/Window contact informs radiator thermostats about open windows",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,239.0
117,Bosch Smart Home Smart 4 piece Starter alarm kit,/images/products/bosch-smart-home-wireless-door-window-alarm-contact-sensor~4057749314499_01c_wid=500&hei=500.png,"Comes with- 1x Smart Home controller, 1x door/window contact, 1x smoke detector & 1x motion detector. The starter package “Security” includes products that are relevant for your home alarm system. Ideal combination of Bosch Smart Home products for a home alarm system. The combination of smart products detects smoke or unauthorized access and triggers an alarm siren.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,300.0
118,Bosch Smart Home RFPR-ZB-SH-EU Wireless Motion detector,/images/products/bosch-smart-home-smart-4-piece-starter-alarm-kit~4057749595362_02c_wid=500&hei=500.png,"An intelligent combination of infra-red and temperature sensors detect any movements and distinguish people from pets through body size and heat analysis. When at home, you can use the Motion Detector for automatic lighting control with Philips Hue or Ledvance lamps as well as Bosch Smart Plugs. Intelligent and reliable motion detection. Automatic light control (via the app service ""moving light“)Pet immunity for pets weighing up to 25kg.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,60.0
119,Bosch Smart Home Flood & water alarm,/images/products/bosch-smart-home-rfpr-zb-sh-eu-wireless-motion-detector~4057749322746_01c_wid=500&hei=500.png,"The Bosch Smart Home water alarm informs you in the event of a water leakage – visually (blue flashing of your Philips Hue or Ledvance lights), acoustically and via app - and helps you to prevent significant water damage. Test via app. Works with Bosch Smart Home, Philips Hue, LedvanceCompatible with iOS & AndroidWater detection functions. The water alarm also activates your indoor camera to see live images while the emergency call button pops up in your Smart Home app. An app automation will immediately deactivate household devices connected to Bosch smart plugs to prevent further water spillage. Acoustic, visual and app notification alerts in the event of a water leakage. Prevents possible major material damage caused by water leaks. Slip-proof silicone coating on the bottom to keep the water alarm in place.",Alarm kits & accessories,bathrooms,kitchen_bathroom,0,49.0
120,Ring Wireless Outdoor Siren,/images/products/bosch-smart-home-flood-water-alarm~4062321283001_01c_wid=500&hei=500.png,,Alarm kits & accessories,bathrooms,kitchen_bathroom,0,69.0
121,Ryobi ONE+ 18V One+ 115mm Brushed Cordless Angle grinder R18AG-0 - Bare unit,/images/products/ryobi-one-18v-one-115mm-brushed-cordless-angle-grinder-r18ag-0-bare-unit~4892210184702_01c_$MOB_PREV$&$width=500&$height=500.png,"The Ryobi R18AG-0 cordless Angle Grinder is ideal for grinding and cutting metal, masonry, tiles and concrete. Its cordless design means you're free from plug sockets and long cables. Comes with Auxiliary handle, wrench, wheel guard and 1x grinding disc. Discs can be easily changed using the tool-less wheel guard and nut. The tool includes an auxiliary handle, wrench, wheel guard and metal grinding disc.",Angle grinders,power_tools,tools_equipment,0,85.0
122,Black+Decker 710W 230V 115mm Corded Angle grinder BEG010A5,/images/products/black-decker-710w-230v-115mm-corded-angle-grinder-beg010a5~5035048712955_01c_bq_$MOB_PREV$&$width=500&$height=500.png,"Comes with 710W 115mm grinder, 4x metal cutting discs, 1x stone cutting disc, cutting guard, grinding guard. With even more control due to the soft start engine, that reduces movement of the tool on start up. Lock on switch and 2 handle positions, you can feel at-ease completing any cutting or grinding project.",Angle grinders,power_tools,tools_equipment,0,36.0
123,Mac Allister 750W 240V 115mm Corded Angle grinder 2525,/images/products/mac-allister-750w-240v-115mm-corded-angle-grinder-2525~5059340251967_01c_bq_$MOB_PREV$&$width=500&$height=500.png,"Comes with 2pcs guard, 1pcs spanner, 1pcs side handle. Two position side handle provides increased user comfort and control. Unique, ergomonic soft grip handle for comfort whilst working. Supplied with grinding guard, cutting guard, 1 spanner and 1 side handle",Angle grinders,power_tools,tools_equipment,0,28.0
124,Bosch 18V Power for all 125mm Brushless Cordless Angle grinder 06033D9002 - Bare unit,/images/products/bosch-18v-power-for-all-125mm-brushless-cordless-angle-grinder-06033d9002-bare-unit~4053423225037_01c_bq_$MOB_PREV$&$width=500&$height=500.png,"The powerful motor and 18V battery are ready to tackle a variety of tasks. With electronic speed preselection, the tool speed can be adjusted perfectly to meet the needs of each job and material. Powerful motor with 18V battery to tackle a range of DIY jobs. Electronic speed preselection enables the perfect speed for the job and material.",Angle grinders,power_tools,tools_equipment,0,75.0
125,DeWalt 800W 230V 115mm Corded Angle grinder DWE4056-GB,/images/products/dewalt-800w-230v-115mm-corded-angle-grinder-dwe4056-gb~5035048634455_01bq_$MOB_PREV$&$width=500&$height=500.png,Equipped with abrasion protected motor for increased durability. Fully leaded stator windings offers increased motor durability. Top positioned spindle lock allows maximum depth of cut. Pop off brushes protect the armature from damage at the end of brush life resulting in greater motor durability. Independent box and spring brush holder design increases brush life. Small girth allows comfortable gripping resulting in superior ergonomics100% ball bearing design increases efficiency and durability. The low profile gear case allows access in confined areas,Angle grinders,power_tools,tools_equipment,0,67.0
126,Erbauer EXT 18V 4Ah Li-ion 115mm Cordless Angle grinder 1 battery EAG18-Li,/images/products/erbauer-ext-18v-4ah-li-ion-115mm-cordless-angle-grinder-1-battery-eag18-li~3663602795551_01bq_$MOB_PREV$&$width=500&$height=500.png,"Batteries included. Part of the EXT one battery system. One battery runs multiple tools, giving you the power and flexibility to get it done. Grow your collection by adding bare tools and batteries as you go. Advanced brushless motor technology delivers revolutionary performance: giving more power, higher torque, longer runtime and motor life. Keep Cool battery technology actively manages temperature, keeping cells so they do not overheat: giving more power, longer runtime and battery life. Ah keep cool battery delivers 25% more runtime than a standard Erbauer battery without keep cool. Battery charges to 100% in 50 mins. Compatible with all Erbauer EXT 18V batteries and chargers. Please note, this EXT Erbauer product is not compatible with the previous generation Erbauer power tools or batteries",Angle grinders,power_tools,tools_equipment,0,160.0
127,DeWalt XR 18V XR 125mm Cordless Angle grinder DCG412N - Bare unit,/images/products/dewalt-xr-18v-xr-125mm-cordless-angle-grinder-dcg412n-bare-unit~5035048356180_01c_BQ_$MOB_PREV$&$width=500&$height=500.png,"Powerful Grinder with 7000rpm motor and high torque for heavy duty cutting and grinding applications. Includes low profile gear case. Intelligent trigger & lock-off switch for enhanced work safety & control. Low profile jam pot gear case improves gear durability and ergonomics. Steel cut spiral bevel gears provide highest level of durability and low vibration, increasing user productivity. Quick change wheel release allows quick and easy wheel removal. Takes 125mm diameter x 22.2mm bore cutting discs.",Angle grinders,power_tools,tools_equipment,0,125.0
128,Bosch DIY 750W 240V 115mm Corded Angle grinder 3 603 CA2,/images/products/bosch-diy-750w-240v-115mm-corded-angle-grinder-3-603-ca2~4053423223668_02c_BQ_$MOB_PREV$&$width=500&$height=500.png,The PWS 750-115 angle grinder offers manageability and quick progress on medium-sized DIY jobs. SystemThe grinder also features a quick adjust guard to control sparks.750 W motor ideal for handling medium-sized DIY jobs. Dust Protection System prevents internal wear and prolongs the tool lifetime180° rotatable housing offers accessibility for right- or left-handed use.,Angle grinders,power_tools,tools_equipment,0,44.0
129,Black+Decker 2.0Ah Li-ion 125mm Cordless Angle grinder BCG720D13-GB,/images/products/black-decker-2-0ah-li-ion-125mm-cordless-angle-grinder-bcg720d13-gb~5035048738665_01c_bq_$MOB_PREV$&$width=500&$height=500.png,"This Black+Decker angle grinder has been designed for medium duty cutting and grinding tasks to be completed effortlessly. The cordless angle grinder is ideal for completing small to medium cutting applications quickly and conveniently giving the power of a corded machine without the cable. The powerful motor is perfect for cutting thicker material and faster material removal. The multi position side handle offers greater comfort and safer control. Ah battery pack, charger, side handle and 3 discs. Battery included. Part of the 18V POWERCONNECT™ battery system, the interchangeable cordless battery system that works with all Black+Decker 18V cordless products. Ideal applications - Perfect for cutting metal pipes, brick, stone and concrete paving slabs, ceramic floor tiles, grinding rust and paint removal from metal work, removing excess weld and mortar removal. Adjustable 3-position handle provides user with flexibility to work in confined spaces. The power of a corded machine without the cablePOWERCONNECT™ battery system powers every product across our extended cordless 18V range",Angle grinders,power_tools,tools_equipment,0,65.0
130,Makita 720W 240V 115mm Corded Angle grinder GA4530R,/images/products/makita-720w-240v-115mm-corded-angle-grinder-ga4530r~0088381808507_01bq_$MOB_PREV$&$width=500&$height=500.png,"The Makita GA4530R 115mm angle grinder features an ergonomically designed handle, providing best possible grip for the user. Comes with Side handle, guard and spanner.",Angle grinders,power_tools,tools_equipment,0,54.0
131,Einhell 18V Power X-Change 115mm Cordless Angle grinder TC-AG 18/155 Li-Solo (4431132) - Bare unit,/images/products/einhell-18v-power-x-change-115mm-cordless-angle-grinder-tc-ag-18-155-li-solo-4431132-bare-unit~4006825662139_01c_$MOB_PREV$&$width=500&$height=500.png,"The angle grinder includes a restart safeguard, soft start function and overload cut out. Extensive safety package: restart safeguard, soft start function and overload cut-out. Additional handle with soft grip can be mounted",Angle grinders,power_tools,tools_equipment,0,35.0
132,Makita LXT 18V LXT 115mm Cordless Angle grinder DGA452Z - Bare unit,/images/products/makita-lxt-18v-lxt-115mm-cordless-angle-grinder-dga452z-bare-unit~0088381660112_01c_$MOB_PREV$&$width=500&$height=500.png,Comes with Abrasive disc. Battery not included.,Angle grinders,power_tools,tools_equipment,0,120.0
133,Ryobi 600W 240V 115mm Corded Angle grinder RAG600-115GA5,/images/products/ryobi-600w-240v-115mm-corded-angle-grinder-rag600-115ga5~4892210212634_01c_bq_$MOB_PREV$&$width=500&$height=500.png,"Comes with 5x grinding discs, 1x grinding wheel, wrench, wheel guard, auxiliary handle. Class leading grinding speed of 13,000 RPM. Spindle lock and adjustable 115mm guard for easy wheel and accessory changing. Slim profile and 2 position handle ensures maximum versatility. New switch electronics prevent accidental starting when plugged into power mains by defaulting to off position",Angle grinders,power_tools,tools_equipment,0,47.0
134,Erbauer EXT 18V 115mm Cordless Angle grinder EAG18-Li - Bare,/images/products/erbauer-ext-18v-115mm-cordless-angle-grinder-eag18-li-bare~3663602799191_01bq_$MOB_PREV$&$width=500&$height=500.png,"Batteries sold separately. Erbauer build the power tools you can trust to deliver expert results year after year, earning their place in your toolbox. Straightforward tools that work reassuringly hard to GET IT DONE.Part of the EXT one battery system. One battery runs multiple tools, giving you the power and flexibility to get it done. Grow your collection by adding bare tools and batteries as you go. Advanced brushless motor technology delivers revolutionary performance: giving more power, higher torque, longer runtime and motor life. Battery not included, but the Angle Grinder is compatible with all Erbauer EXT 18V batteries and chargers. Please note, this EXT Erbauer product is not compatible with the previous generation Erbauer power tools or batteries",Angle grinders,power_tools,tools_equipment,0,80.0
135,Mac Allister 2000W 240V 230mm Corded Angle grinder MSAG2000,/images/products/mac-allister-2000w-240v-230mm-corded-angle-grinder-msag2000~3663602795605_01bq_$MOB_PREV$&$width=500&$height=500.png,Powerful angle grinder with tool-free adjustable guard and soft grip handle. Soft start allows for greater control and prevents the tool from wrenching or twisting on start up. Tool-free guard adjustment ensures quick and easy guard change for optimal safety and comfort. Spindle lock allows fast and easy disc replacement,Angle grinders,power_tools,tools_equipment,0,60.0
136,Lumberjack 115mm Angle Grinder 820W Includes Grinding Disc and Side Handle,/images/products/lumberjack-115mm-angle-grinder-820w-includes-grinding-disc-and-side-handle~5060504001335_01c_MP_$MOB_PREV$&$width=500&$height=500.png,"The powerful, durable and more than up to the job, Lumberjack 820W Angle Grinder is ideal for tackling a range of tasks including sanding, cutting, grinding or polishing. Remove rust, grind mortar, smooth surfaces and cut metal piping  all with this adaptable handheld power tool. Remove rust, grind mortar, smooth surfaces and cut metal piping. Spindle lock promotes quick, easy disc changes, so you can seamlessly switch from grinding to polishing.",Angle grinders,power_tools,tools_equipment,0,29.0
137,Erbauer 900W 240V 115mm Corded Angle grinder EAG900-115,/images/products/erbauer-900w-240v-115mm-corded-angle-grinder-eag900-115~3663602795469_01bq_$MOB_PREV$&$width=500&$height=500.png,"Erbauer build the power tools you can trust to deliver expert results year after year, earning their place in your toolbox. Straightforward tools that work reassuringly hard to GET IT DONE.Compact design angle grinder. Soft start and overload protection ensures safer and reliable control. Tool-free guard adjustment ensures easy and fast guard change. Anti-vibration auxiliary handle reduces vibration, providing increased comfort and control. Features a 2 in 1 guard",Angle grinders,power_tools,tools_equipment,0,45.0
138,Mac Allister Solo 18V 115mm Cordless Angle grinder MAG18-Li - Bare unit,/images/products/mac-allister-solo-18v-115mm-cordless-angle-grinder-mag18-li-bare-unit~5059340257693_01c_$MOB_PREV$&$width=500&$height=500.png,"Includes 2-in-1 guard for cutting and grinding with quick and easy tool-free guard change. Features soft start and ergonomic soft grip handle. Comes with 1x blade spanner, 1x auxiliary handle, 1x 2-in-1 guard (cutting & grinding)Battery not included. Ergonomic, soft grip handle for comfort and control2 in 1 guard for cutting and grinding. Quick and esay tool-free guard change. Soft start for smooth start-up and minimal kick back",Angle grinders,power_tools,tools_equipment,0,45.0
139,Erbauer 2200W 240V 230mm Corded Angle grinder EAG2200,/images/products/erbauer-2200w-240v-230mm-corded-angle-grinder-eag2200~3663602795650_01bq_$MOB_PREV$&$width=500&$height=500.png,"Erbauer build the power tools you can trust to deliver expert results year after year, earning their place in your toolbox. Straightforward tools that work reassuringly hard to GET IT DONE.Soft start and overload protection ensures safer and reliable control. Tool-free guard adjustment ensures easy and fast guard change. Anti-vibration auxiliary handle reduces vibration, providing increased comfort and control. Rotatable rear handle for improved control at angles.",Angle grinders,power_tools,tools_equipment,0,85.0
