id,name,price,category,link,image,description,source
2342,Evo-Stik Multi-purpose PVA adhesive 5L,28,Glues & adhesives,https://www.diy.com/departments/evo-stik-multi-purpose-pva-adhesive-5l/5010591115217_BQ.prd,https://media.diy.com/is/image/Kingfisher/evo-stik-multi-purpose-pva-adhesive-5l~5010591115217_01bq?wid=284&hei=284,"This by Evo-Stik is suitable for domestic use.Suitable for CementFeatures and benefitsThis adhesive is ready to use and suitable for a wide range of building jobs. It is a highly effective primer, bonding agent, dustproofer and may also be used as an adhesive.Excellent primer for most building surfacesFor plastering, priming, sealing and dustproofingImproves bond strengthKeep out of reach of children. Use personal protective equipment as requiredStore in dry conditions between 5°C & 25°C",BQ
2342,Evo-Stik General Purpose PVA 5L,29.34,Glues & adhesives,https://www.builderdepot.co.uk/evo-stik-general-purpose-pva-5l,"https://www.builderdepot.co.uk/media/catalog/product/L/0/L064598_s_01_764d.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","Evo-Stik General Purpose PVA 5L is ready to use and is suitable for a wide range of building jobs. It is a highly effective primer, bonding agent, dustproofer and may also be used as an adhesive. Evo-Stik General Purpose PVA is economical and suitable for interior use in dry service conditions only.Key FeaturesCan be used as a primer to improve adhesion to porous or difficult surfaces prior to plasteringBonds most materials, provided one of the surfaces has a degree of porosity e.g.timber,plywood,blockboard,chipboard,fibreboard,expanded polystyrene, polyurethane foam, brick, concrete,and masonryCan be used as a sealer to reduce dusting of concrete and plaster surfacesImproves bond strength",Builderdepot
2342,Evo-Stik White for Life Waterproof Ceramic Wall Tile Adhesive & Grout 5L,27,Glues & adhesives,https://www.wickes.co.uk/Evo-Stik-White-for-Life-Waterproof-Ceramic-Wall-Tile-Adhesive+Grout-5L/p/253282,https://media.wickes.co.uk/is/image/wickes/GPID_5000024935_00?$normal$,"EVO-STIK Wall Tile Adhesive and Grout White for Life is a non-slip, ready mixed, easy to apply formulation that both bonds and grouts all types of ceramic wall tiles. With superior mould and stain resistance properties, it's ideal for use in kitchen and bathroom areas subject to frequent and prolonged wetting, including shower walls. Fixes and grouts ceramic tiles directly onto most interior surfaces (such as plaster, plasterboard, brick, plywood and cement renders) provided they are rigid and clean.Ready to use ceramic tile adhesive and Grout White for Life, superior mould and stain resistance Tile directly on to existing tiles Waterproof Suitable for interior use 
		COSHH Sheet 1 - Evo-Stik White for Life Waterproof Ceramic Wall Tile Adhesive & Grout 5L ",Wickes
2343,No More Nails White Construction Grab adhesive 280ml,9.82,Glues & adhesives,https://www.diy.com/departments/no-more-nails-white-construction-grab-adhesive-280ml/5010383319021_BQ.prd,https://media.diy.com/is/image/Kingfisher/evo-stik-multi-purpose-pva-adhesive-5l~5010591115217_01bq?wid=284&hei=284,"UniBond No More Nails All Materials Interior & Exterior is a high quality bonding solution for most household jobs. Application: Ensure the surface is clean, free from dust, grease and loose material. Only apply when the temperature is between +5°C to +40°C. Apply to one surface and immediately make the bond. Remove excess immediately with white spirit. Cures in 24hrs.Guarantee - StatutorySuitable for Chipboard, concrete, masonry, plaster & woodStore sealed in a cool, dry place.1. Ensure the surface is clean, free from dust and loose material. 2. Only apply when temperature is between +5°C and +40°C. 3. Apply to one surface and immediately make the bond. 4. Remove excess immediately with white spirit. 5. Cures in 24 hours. 11m of 5mm beadFeatures and benefitsA building and sealing adhesive, which is ideal for building and repairing on a range of materials and applications.It contains a flextec polymer, a Henkel technology that combines the flexibility to bond with outstanding adhesion and resistance to vibration under extreme temperaturesDue to its strong flexible adhesion and high resistance it is suitable for use under extreme conditions inside and outside",BQ
2344,Solvite All purpose Wallpaper Adhesive 185g - 10 rolls,5.68,Glues & adhesives,https://www.diy.com/departments/solvite-all-purpose-wallpaper-adhesive-185g-10-rolls/36051_BQ.prd,https://media.diy.com/is/image/Kingfisher/no-more-nails-white-construction-grab-adhesive-280ml~5010383319021_02c_bq?wid=284&hei=284,"This wallpaper adhesive is suitable for normal wallpapers including lining paper, heavy embossed wallpapers, washables, vinyls and blown vinyls and covers 10 rolls on average.Paste application: PaperFeatures and benefitsThis Solvite All Purpose wallpaper has a durable, extra strong formula for long lasting results. It has fast mix properties for quick and easy preparation.Mixes in just 20 seconds and ready to use in just 2 minutes for less effort and a faster jobExtra smooth formula, no nasty lumpsExtra strong formula, ideal for all paste the paper wallpapers",BQ
2344,Solvite 185g/10 Rolls All Purpose Wallpaper Adhesive,9.31,Glues & adhesives,https://www.travisperkins.co.uk/high-strength-adhesives/solvite-185g10-rolls-all-purpose-wallpaper-adhesive/p/350007,https://dam-assets.apps.travisperkins.group/x210zr7/GPID_1000428991_IMG_00.jpg?width=300&height=300,N/A,TP
2345,Solvite All purpose Wallpaper Adhesive 92g - 5 rolls,4.68,Glues & adhesives,https://www.diy.com/departments/solvite-all-purpose-wallpaper-adhesive-92g-5-rolls/36050_BQ.prd,https://media.diy.com/is/image/Kingfisher/solvite-all-purpose-wallpaper-adhesive-185g-10-rolls~5010305101109_02c_bq?wid=284&hei=284,"This wallpaper adhesive is suitable for normal wallpapers including lining paper, heavy embossed wallpapers, washables, vinyls and blown vinyls and covers 5 rolls on average.Paste the paperFeatures and benefitsThis Solvite All Purpose wallpaper has a durable, extra strong formula for long lasting results. It has fast mix properties for quick and easy preparation.Mixes in just 20 seconds and ready to use in just 2 minutes for less effort and a faster jobExtra smooth formula, no nasty lumpsExtra strong formula, ideal for all paste the paper wallpapers",BQ
2346,Evo-Stik Sticks Like White Grab adhesive 290ml,8,Glues & adhesives,https://www.diy.com/departments/evo-stik-sticks-like-white-grab-adhesive-290ml/36275_BQ.prd,https://media.diy.com/is/image/Kingfisher/solvite-all-purpose-wallpaper-adhesive-92g-5-rolls~5010305101000_02c_bq?wid=284&hei=284,"EVO-STIK Sticks Like is a high performance grab adhesive that can be used on almost all building materials, even in the wet.Resistant to cracking, moisture, ultraviolet & vibration. WeatherproofStore between +5°C and +25°C and in shaded conditions in original unopened packagingCut off the dome at the top of the cartridge taking care not to damage the thread. Cut the nozzle to the desired width and angle and screw onto the cartridge. Insert the cartridge into a cartridge gun and repeatedly squeeze the trigger until the adhesive appears. Apply parallel beads of adhesive to one of the surfaces, align and bring the surfaces together within 10 minutes. Beads 5mm in diameter are generally sufficient. For close fitting surfaces the bead may be reduced to 3mm diameter. Consult TDS before use.Keep out of reach of childrenFeatures and benefitsThe SM Polymer formulation has a superior bond strength and is both weather-proof and water resistant, making it ideal for interior and exterior use. Available in white and clear, EVO-STIK Sticks Like is solvent free and is unaffected by extreme temperatures and movement.Bonds to wet surfaces and can even be used under waterWill bond most surfaces, even if both are non porousCan be used in extreme weather conditionsExcellent adhesion and initial grabWide service temperature range -40°C to +100°C",BQ
2346,Evo-Stik Sticks Like Adhesive 290ml White,7.66,Glues & adhesives,https://www.bradfords.co.uk/evo-stik-sticks-like-adhesive-abp681,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/5/b/5b6faa2c7a030f7dae14922bbdc687c7.jpg,"EVO-STIK Sticks Like Adhesive 290ml White is a superior bond strength, all weather grab adhesive that can be used on most building materials. It will even stick to wet surfaces! It will resist extreme temperatures and movement and can be used in both interior and exterior applications. Features & Benefits:   The polymer formula has superior bond strength and is both weather-proof and water resistant, meaning it is perfect for interior and exterior use.  Water-Resistant and will bond most materials, even sticks to wet surfaces.  Weather Proof - resists extreme temperatures and movement.  Low odour.  Can be painted.  Solvent-free MS Polymer.  Available in Clear or White.",Bradfords
2346,Evo-Stik Sticks Like Sh*t Adhesive 290ml,7.14,Glues & adhesives,https://www.builderdepot.co.uk/evo-stik-sticks-like-sh*t-adhesive-310ml,"https://www.builderdepot.co.uk/media/catalog/product/L/0/L021224_s_01_2946.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","Evo-Stik Sticks Like Sh*t Adhesive 290ml is a high performance, one component, moisture curing adhesive that offers excellent initial grab and a high strength bond. It will bond most surfaces even if both are impervious and can be applied to damp or wet surfaces.Sticks Like Adhesive Clear bonds to most surfaces including; wood, concrete, brick, plaster, glass, ceramics, metals, rigid pvc, grp, insulation boards and foam polystyrene.Key FeaturesExcellent adhesion and initial grabDries to a clear finishCan be used in all weather conditionsWide service temperature range of -40°C to +100°CLow odourSuitable for interior and exterior use   Evo-Stik_Sticks_Like_Sh!t_Adhesive_White_Safety_Data_Sheet (PDF)",Builderdepot
