product,price,category,link,image
Westland Rustic Wood Chips - 60L,£9.00,Lawn & Plant Care Deals,https://www.homebase.co.uk/westland-rustic-wood-chips-60l/13280769.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13280769-1164929084794955.jpg
Homebase Soft Grip Gardening Gloves - Large,£3.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/homebase-soft-grip-gardening-gloves-large/12834249.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834249-8554831955851635.jpg
Empathy Mini Meadow Seeds 10 sq.m,£4.50,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/empathy-mini-meadow-seeds-10-sq.m/13478325.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13478325-2134929068699418.jpg
Homebase Soft Grip Gardening Gloves - Medium,£3.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/homebase-soft-grip-gardening-gloves-medium/12834247.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834247-1304831955769984.jpg
Homebase Soft Grip Gardening Gloves - Small,£3.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/homebase-soft-grip-gardening-gloves-small/12834248.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834248-2134831955701887.jpg
Rhs Flowers For Wildlife Cool Mix,£7.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/rhs-flowers-for-wildlife-cool-mix/12888758.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12888758-1424843675228275.jpg
Empathy Mini Meadow Seeds 3 sq.m,£7.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/empathy-mini-meadow-seeds-3-sq.m/13478323.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13478323-4134929068700141.jpg
Evergreen Border 3m  x 40cm,£80.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/evergreen-border-3m-x-40cm/13096625.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13096625-2164924177339497.jpg
Bee and Butterfly Border 3m x 40cm,£80.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-3m-x-40cm/13096633.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13096633-1684924177360023.jpg
Bee and Butterfly Border Collection - 7m x 90cm,£280.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-7m-x-90cm/12806825.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806825-1674831917768036.jpg
Shady Border 5m x 40cm,£116.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/shady-border-5m-x-40cm/12823467.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12823467-1474831956625866.jpg
Mediterranean Border Collection - 4m x 60cm,£152.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/mediterranean-border-collection-4m-x-60cm/12811459.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811459-1944831952089197.jpg
Sunny Border Collection - 3m x 90cm,£136.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sunny-border-collection-3m-x-90cm/12811320.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811320-9554831969059675.jpg
Evergreen Border 5m x 40cm,£116.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/evergreen-border-5m-x-40cm/12823315.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12823315-1124831959646107.jpg
Shady Border Collection - 3m x 60cm,£120.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/shady-border-collection-3m-x-60cm/12811345.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811345-1664831958927175.jpg
Garden on a Roll Eco Border - 8m x 90cm,£324.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/garden-on-a-roll-eco-border-8m-x-90cm/12837996.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12837996-1884942334897484.jpg
Garden on a Roll Eco Border - 7m x 90cm,£288.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/garden-on-a-roll-eco-border-7m-x-90cm/12837995.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12837995-1334942334883219.jpg
Garden on a Roll Eco Border - 8m x 120cm,£380.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/garden-on-a-roll-eco-border-8m-x-120cm/12838161.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12838161-2024889962580673.jpg
Garden on a Roll Eco Border - 9m x 120cm,£420.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/garden-on-a-roll-eco-border-9m-x-120cm/12838165.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12838165-1764942335157455.jpg
Garden on a Roll Eco Border - 10m x 120cm,£464.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/garden-on-a-roll-eco-border-10m-x-120cm/12838167.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12838167-3854942335160137.jpg
Shady Border 10m X 120cm,£452.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/shady-border-10m-x-120cm/12827313.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827313-5074831941790011.jpg
Mediterranean Border 4m X 120cm,£220.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/mediterranean-border-4m-x-120cm/12827476.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827476-1444831941650607.jpg
Bee and Butterfly Border 2m X 120cm,£140.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-2m-x-120cm/12827492.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827492-9774831952506773.jpg
Bee and Butterfly Border 5m X 120cm,£260.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-5m-x-120cm/12827604.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827604-8154831946736870.jpg
Bee and Butterfly Border 8m X 120cm,£380.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-8m-x-120cm/12827606.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827606-1414831960718544.jpg
Bee and Butterfly Border 6m X 120cm,£300.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-6m-x-120cm/12827608.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827608-3494831946770665.jpg
Bee and Butterfly Border 7m X 120cm,£340.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-7m-x-120cm/12827610.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827610-2104831960655121.jpg
Sensory Themed Border 8m X 120cm,£380.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-8m-x-120cm/12827618.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827618-1234831964153337.jpg
Bee and Butterfly Border 4m X 120cm,£220.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-4m-x-120cm/12827605.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827605-1244831940467740.jpg
Sensory Themed Border 2m X 120cm,£140.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-2m-x-120cm/12827612.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827612-7814831960426425.jpg
Sensory Themed Border 3m X 120cm,£180.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-3m-x-120cm/12827611.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827611-1344831956293115.jpg
Sensory Themed Border 7m X 120cm,£340.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-7m-x-120cm/12827616.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827616-2124831964234532.jpg
Bee and Butterfly Border 9m X 120cm,£416.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-9m-x-120cm/12827609.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827609-1984831960685424.jpg
Sensory Themed Border 4m X 120cm,£220.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-4m-x-120cm/12827613.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827613-1354831960278318.jpg
Sensory Themed Border 5m X 120cm,£260.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-5m-x-120cm/12827614.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827614-3084831960241064.jpg
Sensory Themed Border 6m X 120cm,£300.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-6m-x-120cm/12827617.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827617-1644831964187519.jpg
Sensory Themed Border 10m X 120cm,£452.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-10m-x-120cm/12827622.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827622-5224831964026950.jpg
Sensory Themed Border 9m X 120cm,£416.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-themed-border-9m-x-120cm/12827620.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827620-6074831964117520.jpg
Sensory Border 3m x 40cm,£80.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-3m-x-40cm/13096635.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13096635-1574924177584621.jpg
Sensory Border 4m X 40cm,£100.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-4m-x-40cm/12827231.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827231-1424831957030299.jpg
Sensory Border 5m X 40cm,£116.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-5m-x-40cm/12827228.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827228-1864831956997749.jpg
Sensory Border 7m X 40cm,£148.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-7m-x-40cm/12827229.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827229-1034831954969917.jpg
Sensory Border 9m x 40cm,£180.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-9m-x-40cm/12827219.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12827219-6834831954801596.jpg
Bee and Butterfly Border Collection - 4m x 60cm,£152.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-4m-x-60cm/12811624.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811624-1924831918885758.jpg
Bee and Butterfly Border Collection - 5m x 60cm,£184.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-5m-x-60cm/12811626.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811626-1464831918841769.jpg
Bee and Butterfly Border Collection - 3m x 60cm,£120.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-3m-x-60cm/12811620.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811620-9574831918393239.jpg
Bee and Butterfly Border Collection - 6m x 60cm,£208.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-6m-x-60cm/12811632.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811632-9784831918800315.jpg
Bee and Butterfly Border Collection - 10m x 60cm,£324.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-10m-x-60cm/12811644.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811644-2054831918749861.jpg
Bee and Butterfly Border Collection - 8m x 60cm,£268.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-8m-x-60cm/12811636.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811636-1574831918633968.jpg
Bee and Butterfly Border Collection - 4m x 90cm,£172.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-4m-x-90cm/12806761.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806761-4724831917164490.jpg
Bee and Butterfly Border Collection - 3m x 90cm,£136.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-3m-x-90cm/12811653.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811653-1364831917322569.jpg
Sensory Border Collection - 7m x 60cm,£240.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-collection-7m-x-60cm/12806843.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806843-1344831917716685.jpg
Sensory Border Collection - 5m x 60cm,£184.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/sensory-border-collection-5m-x-60cm/12806841.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806841-2614831917974016.jpg
Bee and Butterfly Border Collection - 9m x 60cm,£296.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-9m-x-60cm/12811641.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811641-1694831918875837.jpg
Evergreen Border Collection - 10m x 90cm,£376.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/evergreen-border-collection-10m-x-90cm/12811594.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811594-7254831918493118.jpg
Bee and Butterfly Border Collection - 7m x 60cm,£240.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-7m-x-60cm/12811637.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12811637-9254831918749846.jpg
Bee and Butterfly Border Collection - 5m x 90cm,£208.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-5m-x-90cm/12806772.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806772-1154831917192729.jpg
Bee and Butterfly Border Collection - 6m x 90cm,£252.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-6m-x-90cm/12806774.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806774-1634831917807279.jpg
Bee and Butterfly Border Collection - 8m x 90cm,£312.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-8m-x-90cm/12806823.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806823-5434831917648162.jpg
Bee and Butterfly Border Collection - 9m x 90cm,£344.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-9m-x-90cm/12806826.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806826-7174831917357594.jpg
Bee and Butterfly Border Collection - 10m x 90cm,£376.00,"Plants, Seeds & Bulbs Deals",https://www.homebase.co.uk/bee-and-butterfly-border-collection-10m-x-90cm/12806830.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12806830-8324831917925062.jpg
Spear & Jackson Razorsharp Bypass Secateurs,£7.45,Garden Tools Deals,https://www.homebase.co.uk/spear-jackson-razorsharp-bypass-secateurs/12810686.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12810686-2034831884747492.jpg
Kärcher K3 Power Control Pressure Washer,£139.00,Garden Tools Deals,https://www.homebase.co.uk/karcher-k3-power-control-pressure-washer/12881613.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12881613-1314846155700473.jpg
Spear & Jackson Razorsharp Telescopic Tree Pruner,£27.50,Garden Tools Deals,https://www.homebase.co.uk/spear-jackson-razorsharp-telescopic-tree-pruner/12892093.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12892093-1685000629577079.jpg
Spear & Jackson Razorsharp Medium Anvil Secateurs,£7.45,Garden Tools Deals,https://www.homebase.co.uk/spear-jackson-razorsharp-medium-anvil-secateurs/12810690.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12810690-1444831885347681.jpg
Bosch Rotak 34-13 Rotary Lawn Mower,£109.00,Garden Tools Deals,https://www.homebase.co.uk/bosch-rotak-34-13-rotary-lawn-mower/12809318.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12809318-1214831970142303.jpg
Kärcher T 5 Racer Patio Cleaner,£69.45,Garden Tools Deals,https://www.homebase.co.uk/karcher-t-5-racer-patio-cleaner/12836025.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12836025-3664831955689431.jpg
Powerbase 2800W Quiet Shredder,£125.00,Garden Tools Deals,https://www.homebase.co.uk/powerbase-2800w-quiet-shredder/12882293.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12882293-1394843579991622.jpg
Spear & Jackson Razorsharp Fixed Blade Pruning Saw - 22.5cm,£11.00,Garden Tools Deals,https://www.homebase.co.uk/spear-jackson-razorsharp-fixed-blade-pruning-saw-22.5cm/12834578.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834578-1414831957653381.jpg
Decorative Aggregates Blue Slate - 17kg,£4.50,"Fencing, Decking & Landscaping Deals",https://www.homebase.co.uk/decorative-aggregates-blue-slate-17kg/12812557.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12812557-1964831884194379.jpg
Dec Aggs Cotswold Buff 10-20mm - 17kg,£4.50,"Fencing, Decking & Landscaping Deals",https://www.homebase.co.uk/dec-aggs-cotswold-buff-10-20mm-17kg/12890400.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12890400-1564850062228521.jpg
Decorative Aggregates Plum Slate - 17kg,£4.50,"Fencing, Decking & Landscaping Deals",https://www.homebase.co.uk/decorative-aggregates-plum-slate-17kg/12823982.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12823982-2074831907233209.jpg
Artificial Grass Rubber Tile - 0.3m,£9.45,"Fencing, Decking & Landscaping Deals",https://www.homebase.co.uk/artificial-grass-rubber-tile-0.3m/12834188.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834188-6274831953977325.jpg
Toomax Stora Way Plus XL 1270L Garden Storage Box - Anthracite,£145.00,Garden & Outdoor Sale,https://www.homebase.co.uk/toomax-stora-way-plus-xl-1270l-garden-storage-box-anthracite/13456931.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13456931-1524912725718926.jpg
Kärcher K3 Power Control Pressure Washer,£139.00,Garden & Outdoor Sale,https://www.homebase.co.uk/karcher-k3-power-control-pressure-washer/12881613.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12881613-1314846155700473.jpg
Bosch Rotak 34-13 Rotary Lawn Mower,£109.00,Garden & Outdoor Sale,https://www.homebase.co.uk/bosch-rotak-34-13-rotary-lawn-mower/12809318.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12809318-1214831970142303.jpg
SupaGrow Peat Free Organic Garden Compost - 50L,£5.00,Garden & Outdoor Sale,https://www.homebase.co.uk/supagrow-peat-free-organic-garden-compost-50l/12906252.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12906252-6824925414474274.jpg
Homebase Peat Free Multi-Purpose Compost - 50L,£7.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-peat-free-multi-purpose-compost-50l/12834297.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834297-3164926272010279.jpg
Shire Haddon Summerhouse - 7 x 5ft,£740.00,Garden & Outdoor Sale,https://www.homebase.co.uk/shire-haddon-summerhouse-7-x-5ft/12887154.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12887154-9464843280868240.jpg
Shire Lumley Summerhouse - 7 x 5ft,£760.00,Garden & Outdoor Sale,https://www.homebase.co.uk/shire-lumley-summerhouse-7-x-5ft/12887157.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12887157-1604843284548247.jpg
Shire Tool Store Overlap - 3x2ft,£185.00,Garden & Outdoor Sale,https://www.homebase.co.uk/shire-tool-store-overlap-3x2ft/12887191.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12887191-3454851580534941.jpg
Homebase Top Soil - 25L,£4.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-top-soil-25l/12834306.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834306-1544941052622667.jpg
Landscape Bark - 90L Bag,£12.00,Garden & Outdoor Sale,https://www.homebase.co.uk/landscape-bark-90l-bag/12891200.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12891200-2044871080774824.jpg
Propagator Set,£4.00,Garden & Outdoor Sale,https://www.homebase.co.uk/propagator-set/12813212.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12813212-8024955307924282.jpg
SupaGrow Farmyard Manure - 50L,£5.00,Garden & Outdoor Sale,https://www.homebase.co.uk/supagrow-farmyard-manure-50l/13308230.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13308230-1184918742042727.jpg
Seed And Cutting Tray - 40 Pots,£7.00,Garden & Outdoor Sale,https://www.homebase.co.uk/seed-and-cutting-tray-40-pots/12813210.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12813210-1784955474645157.jpg
Homebase Bark Chips - 50L,£7.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-bark-chips-50l/12834302.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834302-1274938895162173.jpg
Spear & Jackson Razorsharp Bypass Secateurs,£7.45,Garden & Outdoor Sale,https://www.homebase.co.uk/spear-jackson-razorsharp-bypass-secateurs/12810686.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12810686-2034831884747492.jpg
Gro-Sure Seed and Cutting Compost - 20L,£7.00,Garden & Outdoor Sale,https://www.homebase.co.uk/gro-sure-seed-and-cutting-compost-20l/12883642.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12883642-1554871079266946.jpg
Decorative Aggregates Blue Slate - 17kg,£4.50,Garden & Outdoor Sale,https://www.homebase.co.uk/decorative-aggregates-blue-slate-17kg/12812557.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12812557-1964831884194379.jpg
Plantpak 40 Cell Seed Tray Insert (Pack of 4),£4.00,Garden & Outdoor Sale,https://www.homebase.co.uk/plantpak-40-cell-seed-tray-insert-pack-of-4/12813078.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12813078-7414955477342391.jpg
Seed Trays (Pack of 5),£4.00,Garden & Outdoor Sale,https://www.homebase.co.uk/seed-trays-pack-of-5/12813215.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12813215-6874955307925215.jpg
Gro-Sure Farmyard Manure - 50L,£8.00,Garden & Outdoor Sale,https://www.homebase.co.uk/gro-sure-farmyard-manure-50l/12807364.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12807364-7014869971285772.jpg
Empathy Mini Meadow Seeds 10 sq.m,£4.50,Garden & Outdoor Sale,https://www.homebase.co.uk/empathy-mini-meadow-seeds-10-sq.m/13478325.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13478325-2134929068699418.jpg
Homebase Soft Grip Gardening Gloves - Large,£3.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-soft-grip-gardening-gloves-large/12834249.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834249-8554831955851635.jpg
Cell Seed Tray Inserts,£4.00,Garden & Outdoor Sale,https://www.homebase.co.uk/cell-seed-tray-inserts/12813080.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12813080-8164955477340108.jpg
Homebase Soft Grip Gardening Gloves - Medium,£3.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-soft-grip-gardening-gloves-medium/12834247.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834247-1304831955769984.jpg
Homebase Peat Free Shrub Rose Tree Compost - 50L,£9.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-peat-free-shrub-rose-tree-compost-50l/13280765.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13280765-7074926296734731.jpg
New Horizon Peat Free Tomato Planter Medium - 35L,£8.00,Garden & Outdoor Sale,https://www.homebase.co.uk/new-horizon-peat-free-tomato-planter-medium-35l/12890133.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12890133-4034905996400599.jpg
Sparky RUF Heat Logs - 10 Pack,£8.95,Garden & Outdoor Sale,https://www.homebase.co.uk/sparky-ruf-heat-logs-10-pack/13225834.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13225834-5984893057262374.jpg
Dec Aggs Cotswold Buff 10-20mm - 17kg,£4.50,Garden & Outdoor Sale,https://www.homebase.co.uk/dec-aggs-cotswold-buff-10-20mm-17kg/12890400.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12890400-1564850062228521.jpg
Westland Ericaceous Planting & Potting Mix - 50L,£9.00,Garden & Outdoor Sale,https://www.homebase.co.uk/westland-ericaceous-planting-potting-mix-50l/13280773.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13280773-5104927596997935.jpg
John Innes Peat Free No 3 Mature Plant Compost,£8.00,Garden & Outdoor Sale,https://www.homebase.co.uk/john-innes-peat-free-no-3-mature-plant-compost/14013779.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/14013779-4005003754297396.jpg
Decorative Aggregates Plum Slate - 17kg,£4.50,Garden & Outdoor Sale,https://www.homebase.co.uk/decorative-aggregates-plum-slate-17kg/12823982.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12823982-2074831907233209.jpg
Spear & Jackson Razorsharp Telescopic Tree Pruner,£27.50,Garden & Outdoor Sale,https://www.homebase.co.uk/spear-jackson-razorsharp-telescopic-tree-pruner/12892093.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12892093-1685000629577079.jpg
Sparky Round Heat Logs - 4 Pack,£8.95,Garden & Outdoor Sale,https://www.homebase.co.uk/sparky-round-heat-logs-4-pack/13225833.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13225833-1664893057262194.jpg
Homebase Peat Free Container & Basket Compost - 50L,£9.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-peat-free-container-basket-compost-50l/13280767.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13280767-3344926296357103.jpg
Homebase Soft Grip Gardening Gloves - Small,£3.00,Garden & Outdoor Sale,https://www.homebase.co.uk/homebase-soft-grip-gardening-gloves-small/12834248.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12834248-2134831955701887.jpg
Westland Top Soil,£5.00,Garden & Outdoor Sale,https://www.homebase.co.uk/westland-top-soil/13280768.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13280768-1394971590626257.jpg
