ï»¿id,name,price,category,link,image,description,source,sub_category
4945,Diall Double-Sided Tape White 25m x 50mm,7.99,Tapes,https://www.screwfix.com/p/diall-double-sided-tape-white-25m-x-50mm/8538v,https://media.screwfix.com/is/image/ae235/8538V_P?$autoprodblock$=&wid=136&hei=136&dpr=on,"Double-sided tape that can be applied to irregular surfaces and for permanent fixing. Suitable for use in cars, machines or houses.",Screwfix,decorating_supplies
4946,Diall Black & yellow Tape (L)33m (W)50mm,2.00,Tapes,https://www.diy.com/departments/diall-black-yellow-tape-l-33m-w-50mm/5059340046822_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-white-double-sided-tape-l-25m-w-50mm~3663602932192_01bq?wid=284&hei=284,"Marking tape which is highly visible, ensuring the marked area will be seen. Easy to tear for your convenienceNot easy tearGuarantee - 1 yearAbrasion resistantSingle-sidedMarkingFeatures and benefitsEnsures the marked area can be seen clearly with a black & yellow designSuitable for Marking",BQ,decorating_supplies
4946,Diall Marking Tape Black / Yellow 33m x 50mm,3.99,Tapes,https://www.screwfix.com/p/diall-marking-tape-black-yellow-33m-x-50mm/269jj,https://media.screwfix.com/is/image/ae235/269JJ_P?$autoprodblock$=&wid=136&hei=136&dpr=on,"Highly visible, ensuring the marked area will be seen. Easy to tear.Non-Anti-SlipEasy to ApplySuitable for External Doors33m x 50mmBlack & Yellow Striped TapeFor Internal & External UseHighly Visible",Screwfix,decorating_supplies
4947,Scotch Brown Packing Tape (L)66m (W)48mm,6.00,Tapes,https://www.diy.com/departments/scotch-brown-packing-tape-l-66m-w-48mm/3104739131411_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-black-yellow-tape-l-33m-w-50mm~5059340046822_01c?wid=284&hei=284,Scotch® Strong Packaging Tape Brown is the perfect packing tape for reliably sealing of light to medium-weight cartons.Guarantee - StatutorySingle-sidedSuitable for Carton boxesFeatures and benefitsThe tape unrolls evenly and noise-free and provides a highly reliable sealThe adhesive coating and backing material are solvent-free,BQ,decorating_supplies
4948,"ScotchBlue Blue Masking Tape (L)41m (W)48mm, Pack of 3",17.60,Tapes,https://www.diy.com/departments/scotchblue-blue-masking-tape-l-41m-w-48mm-pack-of-3/4054596721999_BQ.prd,https://media.diy.com/is/image/Kingfisher/scotch-brown-packing-tape-l-66m-w-48mm~3104739131411_08c?wid=284&hei=284,"Easy tearFeatures and benefitsA universal multi-purpose tape designed for masking a wide range of surfaces. It's UV and water resistant, and adheres consistently to most surfaces without bleeding, ensuring clean lines. It offers residue-free removal up to 14 days after application.Multi-purpose – can be used on most surfacesSuitable for use both indoors and outdoorsMedium adhesionEasy to tear by handRemoves cleanly for up to 14 days",BQ,decorating_supplies
4949,Gorilla Waterproof Patch & Seal Tape (L)3m (W)101.6mm,18.50,Tapes,https://www.diy.com/departments/gorilla-waterproof-patch-seal-tape-l-3m-w-101-6mm/5704947006235_BQ.prd,https://media.diy.com/is/image/Kingfisher/scotchblue-blue-masking-tape-l-41m-w-48mm-pack-of-3~4054596721999_01c_bq?wid=284&hei=284,"Gorilla Waterproof Patch & Seal Tape is the extra-strong adhesive tape designed to patch holes, cracks, gaps and tears. The rubberised, UV-resistant backing can be flexed and stretched during application to adapt to the surface.For best results, apply the tape to a clean surface at room temperature. Keep liner on tape and cut tape to desired size. Tape size should be larger than the repair area. Remove the release liner and place tape over the repair area. Tape cannot be repositioned once applied. Rub firmly across entire surface of tape to secure it to the repair area.Suitable for FlashingFeatures and benefitsSuitable for hot, cold, wet and dry conditions, Gorilla Waterproof Patch & Seal Tape forms a permanent bond which is 100% waterproof and airtight. Great for: roofing, window frames, gutters, drainage pipes, tarpaulin, caravans and trailers, camping, pond liners, paddling pools and inflatables!""Works in Extreme Conditions – Withstands wet, dry, hot or cold conditions.Airtight and 100% Waterproof - Perfect for patching holes, cracks, gaps and tears.UV Resistant - Won’t be affected by direct sunlight.Flex and Stretch - Mould and shape to fit uneven surfaces.",BQ,decorating_supplies
4950,Gorilla Black Mounting Tape (L)1.5m (W)25.4mm,9.98,Tapes,https://www.diy.com/departments/gorilla-black-mounting-tape-l-1-5m-w-25-4mm/5704947003562_BQ.prd,https://media.diy.com/is/image/Kingfisher/gorilla-waterproof-patch-seal-tape-l-3m-w-101-6mm~5704947006235_02c?wid=284&hei=284,"Gorilla Heavy Duty Mounting Tape provides a quick and easy solution for mounting without traditional fasteners. This is a double-sided tape which delivers an instant, heavy duty bond to both rough and smooth surfaces.For best results surfaces must be flat, clean and dry. Tape should be applied at temperatures of at least 10c. Ensure depth of object does not exceed 19mm. Apply tape to back of object vertically, allowing for even distribution of weight. Cut tape and press to secure tape to object. Remove clear liner and align object to desired placement. Press firmly for 60 seconds as Gorilla Mounting Tape conforms to the surface and creates a strong, permanent bond.Suitable for Attachment & bondingFeatures and benefitsThis tough tape is weatherproof and temperature resistant, making it ideal for indoor and outdoor use.Double Sided Tape - Coated with adhesive on both sides for easy mounting.Instant Hold - Delivers a fast, easy, permanent bond.High Strength – Delivers a heavy duty bond on both smooth and rough surfaces.Weatherproof Bond – Water and temperature resistant bond that’s perfect for indoor and outdoor use.Grips Rough And Smooth SurfacesWeather resistant",BQ,decorating_supplies
4951,Gyproc Fibatape xtreme Fibreglass Orange Joining Tape (L)90m (W)48mm,10.93,Tapes,https://www.diy.com/departments/gyproc-fibatape-xtreme-fibreglass-orange-joining-tape-l-90m-w-48mm/898483_BQ.prd,https://media.diy.com/is/image/Kingfisher/gorilla-black-mounting-tape-l-1-5m-w-25-4mm~5704947003562_02c?wid=284&hei=284,Suitable for: Jointing,BQ,decorating_supplies
4951,Gyproc Fibatape Classic Drywall Tape - 90m x 48mm,10.00,Tapes,https://www.homebase.co.uk/gyproc-fibatape-classic-drywall-tape-90m-x-48mm/12807269.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12807269-1074831907278176.jpg,This self-adhesive drywall tape is designed to secure both tapered and square edge plasterboard joints. Superior fiberglass mesh tape Faster jointing when compared to paper tape Open fabric avoids blistering and bubbles Self-adhesive for easy application,Homebase,decorating_supplies
4951,Gyproc FibaTape Xtreme 90m x 48mm Orange,7.19,Tapes,https://www.jewson.co.uk/p/gyproc-fibatape-xtreme-90m-x-48mm-orange-ATX72381,"https://media.jewson.co.uk/f_auto,q_auto/t_Regular/global/product-images/62771","Gyproc fibretape extreme 90m x 48mm Orange is formulated with increased glue, to enhance performance in high temperatures. Its open fabric structure prevents blisters and bubbles and wont rip and tear during application.Features & benefitsCE MarkedBlisters and bubbles prevents due to open fabricSecured humid or cold environments due to increased glue",Jewson,decorating_supplies
4952,"Diall Aluminium & fibreglass Grey Repair Tape (L)0.2m (W)200mm, Pack of 2",10.80,Tapes,https://www.diy.com/departments/diall-aluminium-fibreglass-grey-repair-tape-l-0-2m-w-200mm-pack-of-2/1832482_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-fibatape-xtreme-fibreglass-orange-joining-tape-l-90m-w-48mm~5015892865205_02c_bq?wid=284&hei=284,"This pack of self adhesive repair patches has been specially designed for making repairs prior to texturing and finishing, with their aluminium & fibreglass construction.Features and benefitsThis repair patch is designed for flat joints and repairs in small and damaged areas prior to texturing and finishing.The open fibreglass strong mesh eliminates blisters and bubblesEnsures easy application and reduces plastering time since it requires no pre-plasteringIdeal for common everyday damage to interior walls and ceilings including cracks and holes",BQ,decorating_supplies
