id,name,price,category,link,image,description,source,sub_category
233,GoodHome Lazu Contemporary Bath Filler Tap,84,Bath mixer taps,https://www.diy.com/departments/goodhome-lazu-contemporary-bath-filler-tap/3663602665274_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/sleek-matt-black-waterfall-bath-filler-basin-mixer-tap-solid-brass~5060966972426_01c_MP?wid=284&hei=284,"Comes with 2x rubber washers, 2x plastic backnuts, 2x Fixing kit, bath filler (cartridge 30 mm) and instruction manualOperation: ¼ turnGuarantee - 10 yearsFeatures and benefitsThis contemporary style chrome bath mixer from the Lazu collection is suitable for high and low pressure water systems.Quality tested - All our GoodHome taps are opened and closed 120,000 times to make sure it will resist your daily use for many yearsHigh and low pressure - Suitable for all boiler systemsMinimum bar pressure - 0.2 barThis identical product is currently available under two of our brand names. Please note that if you order this product online you might receive it in the alternative brand name to the one displayed",BQ,bathrooms
233,Lowther Bath Filler Tap,89.88,Bath mixer taps,https://www.travisperkins.co.uk/bath-taps/lowther-bath-filler-tap/p/604588,https://dam-assets.apps.travisperkins.group/lxEN5/GPID_1000301111_IMG_00.jpeg?width=300&height=300,N/A,TP,bathrooms
234,hansgrohe Vernis Blend Deck Mounted Bath Mixer Tap in Chrome - 71442000,139.95,Bath mixer taps,https://www.diy.com/departments/hansgrohe-vernis-blend-deck-mounted-bath-mixer-tap-in-chrome-71442000/4059625325353_BQ.prd,https://media.diy.com/is/image/Kingfisher/goodhome-lazu-contemporary-bath-filler-tap~3663602665274_01bq?wid=284&hei=284,The bath mixer tap is deck mounted on the rim of the bath giving the Vernis range the versatility of products required to design any bathroom.Guarantee - 5 yearsFeatures and benefitsHansgrohe qualityAvailable online only not in store,BQ,bathrooms
234,Deva Ethos Deck Mounted Bath Shower Mixer - Chrome,144.13,Bath mixer taps,https://www.bradfords.co.uk/deva-ethos-deck-mounted-bath-shower-mixer-chrome,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/a/7/a76085ecfc97777159f0120b7a7b1b11.jpg,Ethos Deck Mounted Bath Shower Mixer - Comes complete with Single Mode Handset and Wall Bracket,Bradfords,bathrooms
234,hansgrohe Vernis Blend Bath Filler Tap Chrome,95.94,Bath mixer taps,https://www.builderdepot.co.uk/hansgrohe-vernis-blend-2-bath-filler-tap-chrome,"https://www.builderdepot.co.uk/media/catalog/product/K/0/K023922_s_01_e70a.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","The hansgrohe Vernis Blend 2 hole Bath Filler Tap Chrome offers quality, durability and strength in one. The elegant design of Vernis Blend, with its gentle curves, has a modern look. This bath filler tap offers an economical way of adding designer elegance to your bathroom. The tap is made from high-quality materials and comes finished in polished chrome. Key Features Set water quantity and temperature with ergonomic handles Ideal for homes with low water pressure Complements modern bathrooms Designed to run 1 outlet No handle loosening Ceramic cartridge Permanent shine Silent operation User friendly Chrome finish Easy to clean Technical Information Connection type: G ¾ Centre distance: 180mm Operating pressure from 0.2 bar Spout length: 110mm Guarantee 5 year manufacturers guarantee    hansgrohe Guarantee (PDF) Cleaning Instructions (PDF)",Builderdepot,bathrooms
234,Deck Mixer Tap Chrome,45,Bath mixer taps,https://www.homebase.co.uk/deck-mixer-tap-chrome/12830484.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12830484-1074831907389299.jpg,Functional and stylish chrome tap Solid brass construction 1/4 turn ceramic disc valve Swivel dual flow spout Inlet connection: 1/2 male Weight: 1.60kg,Homebase,bathrooms
235,Kingsey Traditional Deck Mounted Crosshead Handle Bath Filler Tap - Chrome - Balterley,85,Bath mixer taps,https://www.diy.com/departments/kingsey-traditional-deck-mounted-crosshead-handle-bath-filler-tap-chrome-balterley/5056211844501_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/hansgrohe-vernis-blend-deck-mounted-bath-mixer-tap-in-chrome-71442000~4059625325353_01c_MP?wid=284&hei=284,"Traditionally inspired design with rounded crosshead handles, the Kingsey deck mounted bath filler tap is an elegant addition to any traditional bathroom design. The Kingsey range of brassware has a range of tap options for consistency in your bathroom, and with handles in a bright Chrome finish with white indices, this is a bath filler tap to endure.Waste sold separatelyGuarantee - 5 yearsFeatures and benefitsManufactured from high quality brass internals, the filler design mixes the water flow for the perfect water temperature. With excellent flow rates at lower pressures.Matching brassware availableTraditional designChrome finishExcellent flow ratesManufactured from high quality brassCrosshead handlesDeck mounted bath filler tap",BQ,bathrooms
235,Deva Ethos Deck Mounted Bath Filler - Chrome,112.76,Bath mixer taps,https://www.bradfords.co.uk/deva-ethos-deck-mounted-bath-filler-chrome,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/c/3/c3479891286f8ac59837c5e214e65a4c.jpg,Ethos Deck Mounted Bath Filler - 1/4 turn ceramic handles ensure a smooth operation,Bradfords,bathrooms
235,Trisen Knole Bath Filler Tap Chrome,87.54,Bath mixer taps,https://www.builderdepot.co.uk/trisen-knole-bath-filler-tap-chrome,"https://www.builderdepot.co.uk/media/catalog/product/K/0/K024470_s_01_72f1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","The Trisen Knole Bath Filler Chrome has been designed with curved square edges and finished in chrome, giving it a very modern feel. It has been constructed using high quality materials to ensure strength and durability. Key Features Deck mounted bath mixer tap Lever handles for smooth operation and precise water control Complete with 3/4’’ flexible tails Minimum operating pressure 0.2 bar Height: 143mm Spout projection: 110mm Pipe centres: 180mm Material: Brass Chrome finish Waste not included WarrantyLifetime guarantee",Builderdepot,bathrooms
235,Amwell Bath Filler Chrome Tap,100,Bath mixer taps,https://www.homebase.co.uk/amwell-bath-filler-chrome-tap/13490266.html,https://static.thcdn.com/images/xsmall/original//productimg/original/13490266-3244943599202784.jpg,"The Amwell high quality quarter turn bath mixer adds a stunning style to your bathroom to create a complete designer look. Made from solid brass to ensure great durability, this bath filler features a superb finish and stunning modern looks. It incorporates ceramic disc technology to prevent leaks and drips. The effortless levers turn the handles to control both the flow and temperature of the water. Coordinate the finish for your bathroom with the Amwell basin mixer. Built in Premium Quarter Turn Ceramic Disc Cartridge providing effortless flow control High Quality solid brass construction with hard wearing polished chrome finish Easy installation with step by step guide Contemporary design for any modern home Matching Basin Mixer Available",Homebase,bathrooms
235,Lowther Bath Filler Tap,89.88,Bath mixer taps,https://www.travisperkins.co.uk/bath-taps/lowther-bath-filler-tap/p/604588,https://dam-assets.apps.travisperkins.group/lxEN5/GPID_1000301111_IMG_00.jpeg?width=300&height=300,N/A,TP,bathrooms
235,Remi Chrome Bath Filler Tap,86,Bath mixer taps,https://www.wickes.co.uk/Remi-Chrome-Bath-Filler-Tap/p/229422,https://media.wickes.co.uk/is/image/wickes/GPID_1100659123_00?$normal$,"The Remi Chrome Bath Filler Tap  is a contemporary tap with subtle curved edges. Featuring a simple and stylish design, perfect for every bathroom, this tap is suitable for high and low pressure systems and 2 tap hole baths, and features a beautiful chrome finish that is easy to clean.Suitable for 2 tap hole baths Suitable for both high and low water pressure systems 3/4 Ceramic Disc (CD) valve operation Chrome finish WRAS approved 5 year guarantee ",Wickes,bathrooms
236,Pride Round Deck Mounted Bath Filler Tap - Brushed Brass - Balterley,125,Bath mixer taps,https://www.diy.com/departments/pride-round-deck-mounted-bath-filler-tap-brushed-brass-balterley/5056462684413_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/kingsey-traditional-deck-mounted-crosshead-handle-bath-filler-tap-chrome-balterley~5056211844501_01c_MP?wid=284&hei=284,"Contemporary design with round lever handles, the Pride deck mounted bath filler tap is an elegant addition to any modern bathroom design. The Pride range of brassware has a range of tap options for consistency in your bathroom, and with easy to use lever handles in an eye-catching Brushed Brass finish, this is a bath filler tap to endure.Waste sold separatelyGuarantee - 3 yearsFeatures and benefitsManufactured from high quality brass internals, with ceramic disc technology for longer tap life, and the filler design mixes the water flow for the perfect water temperature. With excellent flow rates at lower pressures.Matching brassware availableContemporary round designBrushed Brass finishExcellent flow ratesManufactured from high quality brassCeramic disc technologyDeck mounted bath filler tapWRAS Approved",BQ,bathrooms
237,Aster Luxury Square Deck Mounted Bath Filler Tap - Chrome - Balterley,85,Bath mixer taps,https://www.diy.com/departments/aster-luxury-square-deck-mounted-bath-filler-tap-chrome-balterley/5056211844204_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/pride-round-deck-mounted-bath-filler-tap-brushed-brass-balterley~5056462684413_01c_MP?wid=284&hei=284,"Contemporary design with curved square lever handles, the Aster deck mounted bath filler tap is an elegant addition to any modern bathroom design. The Aster range of brassware has a range of tap options for consistency in your bathroom, and with easy to use lever handles in a bright Chrome finish, this is a bath filler tap to endure.Waste sold separatelyGuarantee - 5 yearsFeatures and benefitsManufactured from high quality brass internals, with ceramic disc technology for longer tap life, and the filler design mixes the water flow for the perfect water temperature. With excellent flow rates at lower pressures.Matching brassware availableContemporary square designChrome finishExcellent flow ratesManufactured from high quality brassCeramic disc technologyDeck mounted bath filler tap",BQ,bathrooms
237,Deva Ethos Deck Mounted Bath Filler - Chrome,112.76,Bath mixer taps,https://www.bradfords.co.uk/deva-ethos-deck-mounted-bath-filler-chrome,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/c/3/c3479891286f8ac59837c5e214e65a4c.jpg,Ethos Deck Mounted Bath Filler - 1/4 turn ceramic handles ensure a smooth operation,Bradfords,bathrooms
237,Trisen Knole Bath Filler Tap Chrome,87.54,Bath mixer taps,https://www.builderdepot.co.uk/trisen-knole-bath-filler-tap-chrome,"https://www.builderdepot.co.uk/media/catalog/product/K/0/K024470_s_01_72f1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","The Trisen Knole Bath Filler Chrome has been designed with curved square edges and finished in chrome, giving it a very modern feel. It has been constructed using high quality materials to ensure strength and durability. Key Features Deck mounted bath mixer tap Lever handles for smooth operation and precise water control Complete with 3/4’’ flexible tails Minimum operating pressure 0.2 bar Height: 143mm Spout projection: 110mm Pipe centres: 180mm Material: Brass Chrome finish Waste not included WarrantyLifetime guarantee",Builderdepot,bathrooms
237,Amwell Bath Filler Chrome Tap,100,Bath mixer taps,https://www.homebase.co.uk/amwell-bath-filler-chrome-tap/13490266.html,https://static.thcdn.com/images/xsmall/original//productimg/original/13490266-3244943599202784.jpg,"The Amwell high quality quarter turn bath mixer adds a stunning style to your bathroom to create a complete designer look. Made from solid brass to ensure great durability, this bath filler features a superb finish and stunning modern looks. It incorporates ceramic disc technology to prevent leaks and drips. The effortless levers turn the handles to control both the flow and temperature of the water. Coordinate the finish for your bathroom with the Amwell basin mixer. Built in Premium Quarter Turn Ceramic Disc Cartridge providing effortless flow control High Quality solid brass construction with hard wearing polished chrome finish Easy installation with step by step guide Contemporary design for any modern home Matching Basin Mixer Available",Homebase,bathrooms
237,Bristan Aster Bath Filler - Chrome,103,Bath mixer taps,https://www.travisperkins.co.uk/bath-taps/bristan-aster-bath-filler-chrome/p/964757,https://dam-assets.apps.travisperkins.group/o8r6jww/GPID_1100874979_IMG_00.jpg?width=300&height=300,N/A,TP,bathrooms
237,Remi Chrome Bath Filler Tap,86,Bath mixer taps,https://www.wickes.co.uk/Remi-Chrome-Bath-Filler-Tap/p/229422,https://media.wickes.co.uk/is/image/wickes/GPID_1100659123_00?$normal$,"The Remi Chrome Bath Filler Tap  is a contemporary tap with subtle curved edges. Featuring a simple and stylish design, perfect for every bathroom, this tap is suitable for high and low pressure systems and 2 tap hole baths, and features a beautiful chrome finish that is easy to clean.Suitable for 2 tap hole baths Suitable for both high and low water pressure systems 3/4 Ceramic Disc (CD) valve operation Chrome finish WRAS approved 5 year guarantee ",Wickes,bathrooms
238,GoodHome Wydon Contemporary Bath Filler Tap,155,Bath mixer taps,https://www.diy.com/departments/goodhome-wydon-contemporary-bath-filler-tap/3663602665366_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/aster-luxury-square-deck-mounted-bath-filler-tap-chrome-balterley~5056211844204_01c_MP?wid=284&hei=284,"Comes with Anti-limescale aerator suppliedOperation: ¼ turnGuarantee - 10 yearsFeatures and benefitsThis modern style chrome Bath mixer from the Wydon collection is suitable for high pressure water systems.Quality tested - All our GoodHome taps are opened and closed 120,000 times to make sure it will resist your daily use for many yearsHigh pressure - Suitable for combi-boiler or pumped systemsMinimum bar pressure - 1 barThis identical product is currently available under two of our brand names. Please note that if you order this product online you might receive it in the alternative brand name to the one displayed",BQ,bathrooms
239,Bathroom Mixer Bar Valve & Kit Matt Black Round Thermostatic Bar Shower Set,139.99,Bath mixer taps,https://www.diy.com/departments/bathroom-mixer-bar-valve-kit-matt-black-round-thermostatic-bar-shower-set/5060901372632_BQ.prd,https://media.diy.com/is/image/Kingfisher/goodhome-wydon-contemporary-bath-filler-tap~3663602665366_01bq?wid=284&hei=284,"High quality Matt Black finish
Manufactured from solid brass, stainless steel and durable plastic
TMV2 &amp; WRAS Approved for the highest safety standard
Thermostatic valve technology provides constant shower temperature
Anti-scald safety feature cuts the flow if the cold water supply fails
Complete shower system includes hand shower, slider rail and 1.5m shower hose
Suitable for most UK household water system
Require minimum 0.5 bar water pressure, 1 bar or higher for best performance
Colour: Black 
600mm Shower Rail
2 Spray Pattern HandsetWaste not suppliedGuarantee - 5 yearsFeatures and benefitsBathroom Mixer Bar Valve & Kit Matt Black Round Thermostatic Bar Shower SetHigh quality Matt Black finish155.29155.29Thermostatic valve technology provides constant shower temperatureAnti-scald safety feature cuts the flow if the cold water supply failsComplete shower system includes hand shower, slider rail and 1.5m shower hose42849423032470DENY",BQ,bathrooms
239,Galston Thermostatic Bar Shower Valve,100.74,Bath mixer taps,https://www.builderdepot.co.uk/galston-thermostatic-bar-shower-valve,"https://www.builderdepot.co.uk/media/catalog/product/K/0/K006359_s_01_49cb.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400",The  Galston thermostatic bar shower mixer  offers quality and practicality for great value. It features a thermostatic function for precise temperature control and high quality body for added rigidity. The Stoma bar shower mixer valve is suitable for all plumbing systems and comes supplied with quality fixingsKey FeaturesThermostatic control 150mm inlet centres 1/4 turn lever control Minimum 0.5 bar recommended All fixings included 2 years manufacturers guarantee (Subject to terms and conditions),Builderdepot,bathrooms
239,Metro Thermostatic Shower Mixer Set,190,Bath mixer taps,https://www.homebase.co.uk/metro-thermostatic-shower-mixer-set/12915461.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12915461-1524886118573654.png,"This elegant shower kit incorporates a dual head and rail system to give you the perfect flow of water, as well as a thermostatic valve to ensure the water temperature is always exactly as you want it.What's included1 x fixed shower head, 1 x 2 way diverter, 1 x rigid riser, 1 x 3 function handset, 1 x hose, 1 x handset holder and fittings and instructionsWant to know more?The Metro Thermostatic shower mixer set is the perfect combination of stylish and practical, giving you the ideal showering solution. The elegant yet simple design is made from brass, which will ensure your shower isn't at risk of rusting. This thermostatic shower offers the benefits of consistent water temperature, keeping a balanced heat output using fluctuating hot and cold water pressure. This means you'll never have the nasty shock of the temperature suddenly dropping to freezing cold or rising to scalding hot as you wash your hair in the morning, giving you a much more comfortable shower. The fixed head has a 200mm diameter and features silicon nozzles which makes this head easy to clean and prevent the build up of limescale.It features a hand shower with three different functions - rain, drench and massage, as well as a long hose on the handset for freedom of movement. Also included is an adjustable slide rail to make your showering experience that bit easier. Thermostatic valve for consistent temperature Made from brass to eliminate risk of rusting 3 function hand shower - rain, drench and massage Easy clean silicone nozzles",Homebase,bathrooms
239,Bristan Zing Thermostatic Bar Mixer Shower Valve & Kit,104.98,Bath mixer taps,https://www.toolstation.com/bristan-zing-thermostatic-bar-mixer-shower-valve-kit/p51148,https://cdn.aws.toolstation.com/images/141020-UK/250/32721.jpg,"• Thermostatically controlled with temperature override option• Separate flow and temperature controls• Safe Touch technology to ensure valve stays cool to the touch when in use• 15mm inlet connections• Supplied with a wall mount 10 fixing kit for easier retro installation• Complete with 1.5m hose, rub-clean anti-limescale handset and hose retainer• Min working pressure 0.2 bar• 5 year manufacturer's warranty (T&Cs apply)• WRAS approvedIf safety is a primary concern the Bristan Zing mixer shower is an ideal solution, with ‘Safe Touch’ technology to ensure the shower is always safe and cool to touch by all the household occupants, no matter the temperature setting of the shower. The cold water feed surrounds the hot water to ensure the valve is safe to touch by all the family. The thermostatic cartridge with factory preset temperature stop at 38°C, can be overridden to a maximum of 46°C. Supplied with a Wallmount 10 fixing kit for easier retro-fit installation the Bristan Zing fast fit features 15mm inlet connections and 150mm pipe centres. The Bristan Zing bar mixer is WRAS approved and includes a 1.5m hose, hose retainer and a rub clean, anti-limescale handset with a round, single spray head.",Toolstation,bathrooms
240,"GoodHome Lazu Combi boiler, gravity-fed & mains pressure water systems Bath Shower mixer Tap",95,Bath shower mixer taps,https://www.diy.com/departments/goodhome-lazu-combi-boiler-gravity-fed-mains-pressure-water-systems-bath-shower-mixer-tap/3663602673781_BQ.prd,https://media.diy.com/is/image/Kingfisher/goodhome-brean-bath-shower-mixer-tap~3663602665106_01bq?wid=284&hei=284,"Comes with Bath shower mixer (3/4＂CD valve), 2x fixing kits, hoses, shower head, shower holder and instruction manualOperation: ¼ turnHose not suppliedGuarantee - 10 yearsFeatures and benefitsThis contemporary style chrome bath shower mixer from the Lazu collection requires no additional purchases. This tap is suitable for high and low pressure water systems.Quality tested - All our GoodHome taps are opened and closed 120,000 times to make sure it will resist your daily use for many yearsHigh and low pressure - Suitable for all boiler systemsMinimum bar pressure - 0.3 barThis identical product is currently available under two of our brand names. Please note that if you order this product online you might receive it in the alternative brand name to the one displayed",BQ,bathrooms
240,Baxi 825 Combi Boiler,"1,202.14",Bath shower mixer taps,https://www.bradfords.co.uk/https-www-bradfords-co-uk,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/b/0/b05d56ada0bda2a9066304b1f3c2954a.jpg,10 year warranty. Adey Micro 2 Filter Included. Optional Built In Mechanical Timer.,Bradfords,bathrooms
240,Aber Bath Shower Mixer Tap - Chrome,100,Bath shower mixer taps,https://www.homebase.co.uk/aber-bath-shower-mixer-tap-chrome/12831254.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12831254-9854831909312665.jpg,"The Aber bath shower mixer complete with shower handset, offers complete bathing and gives a fresh and trendy feel to any bathroom. Chrome finish Quarter turn ceramic disc valve",Homebase,bathrooms
240,Lowther Bath Shower Mixer Tap,99.02,Bath shower mixer taps,https://www.travisperkins.co.uk/bath-taps/lowther-bath-shower-mixer-tap/p/604587,https://dam-assets.apps.travisperkins.group/KjjNG/GPID_1000301110_IMG_00.jpeg?width=300&height=300,Bathrooms From TP taps are solid brass with exceptional duragleam chrome for a lasting finish. Supplied with brass back nuts for a superior lasting fit.Solid brass with chrome finishSuitable for both high and low pressure systemsAir and water pressure tested to the requirements of BS EN200Ceramic disc valveDuragleam chrome coating for a lasting finishSupplied with brass back nuts for a superior lasting fitMatching shower control availableView more,TP,bathrooms
241,GoodHome Brean Bath Shower mixer Tap,105,Bath shower mixer taps,https://www.diy.com/departments/goodhome-brean-bath-shower-mixer-tap/3663602665106_BQ.prd,https://media.diy.com/is/image/Kingfisher/goodhome-osani-bath-filler-tap~3663602665304_01bq?wid=284&hei=284,"Comes with 2x fixing kit, bath shower mixer (Quarter turn valve 1/2 standard cartridge), shower head, shower holder and hosesHose suppliedGuarantee - 10 yearsFeatures and benefitsThis traditional style chrome bath shower mixer from the Brean collection requires no additional purchases. This tap is suitable for high and low pressure water systems.Quality tested - All our GoodHome taps are opened and closed 120,000 times to make sure it will resist your daily use for many yearsHigh and low pressure - Suitable for all boiler systemsMinimum bar pressure - 0.3 barThis identical product is currently available under two of our brand names. Please note that if you order this product online you might receive it in the alternative brand name to the one displayed",BQ,bathrooms
241,Aber Bath Shower Mixer Tap - Chrome,100,Bath shower mixer taps,https://www.homebase.co.uk/aber-bath-shower-mixer-tap-chrome/12831254.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/12831254-9854831909312665.jpg,"The Aber bath shower mixer complete with shower handset, offers complete bathing and gives a fresh and trendy feel to any bathroom. Chrome finish Quarter turn ceramic disc valve",Homebase,bathrooms
241,Lowther Bath Shower Mixer Tap,99.02,Bath shower mixer taps,https://www.travisperkins.co.uk/bath-taps/lowther-bath-shower-mixer-tap/p/604587,https://dam-assets.apps.travisperkins.group/KjjNG/GPID_1000301110_IMG_00.jpeg?width=300&height=300,Bathrooms From TP taps are solid brass with exceptional duragleam chrome for a lasting finish. Supplied with brass back nuts for a superior lasting fit.Solid brass with chrome finishSuitable for both high and low pressure systemsAir and water pressure tested to the requirements of BS EN200Ceramic disc valveDuragleam chrome coating for a lasting finishSupplied with brass back nuts for a superior lasting fitMatching shower control availableView more,TP,bathrooms
242,Chrome Sleek Waterfall Bath Shower Mixer Tap With Round 3 Way Overhead Shower Kit,119.95,Bath shower mixer taps,https://www.diy.com/departments/chrome-sleek-waterfall-bath-shower-mixer-tap-with-round-3-way-overhead-shower-kit/5060966973218_BQ.prd,https://media.diy.com/is/image/Kingfisher/goodhome-perma-satin-light-blue-0-door-freestanding-bathroom-vanity-cabinet-w-600mm-h-806mm~5059340488042_01c?wid=284&hei=284,"Manufactured by leading industry experts.

Features adjustable wall fixing brackets (ideal for replacing existing slide rails)Comes with 1 x Bath Shower Mixer Tap, 1 x Overhead Rigid Riser KitLever operationFeatures and benefitsCrafted from the highest quality heavyweight stainless steelLuxury Polished Mirror Chrome finishDeck-Mounted installation360° swivel head for enhanced comfort & easy-access5 spray mode multi-function handsetFeatures latest 1/4 turn ceramic disc cartridge technology for long-lasting performanceLatest rubber nozzle technology prevents bacteria/limescale growth",BQ,bathrooms
242,Deva Tudor Bath/Shower Mixer Tap Chrome,175.68,Bath shower mixer taps,https://www.bradfords.co.uk/dev019,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/1/b/1b87f8a3bdcd5a21ab4ca4ff3b848685.jpg,Comes complete with single mode shower kit.,Bradfords,bathrooms
242,Tay Bath Shower Mixer Chrome with Shower Hose,82.14,Bath shower mixer taps,https://www.builderdepot.co.uk/tay-bath-shower-mixer-chrome-with-shower-hose,"https://www.builderdepot.co.uk/media/catalog/product/K/0/K000637_s_01_ef1f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=400&width=400&canvas=400:400","The  Tay bath shower mixer  is a great quality modern design that offers minimalistic styling and practicality. Finished in chrome , it features lever operation for effortless mixing and is supplied with a quality shower handset, hose and wall bracketKey FeaturesCeramic disc technology (minimum 0.5 bar recommended) 2 Year Manufacturers Guarantee (Subject to terms and conditions)",Builderdepot,bathrooms
242,Amwell Bath Shower Chrome Mixer Tap,120,Bath shower mixer taps,https://www.homebase.co.uk/amwell-bath-shower-chrome-mixer-tap/13490269.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13490269-1544943599169769.jpg,"The Amwell high quality quarter turn bath shower mixer adds a stunning style to your bathroom to create a complete designer look. Made from solid brass to ensure great durability, this bath shower mixer features a superb finish and stunning modern looks. It incorporates ceramic disc technology to prevent leaks and drips. The effortless levers turn the handles to control both the flow and temperature of the water. A stunning handset, hose and wall bracket compliment the finish. Coordinate the look for your bathroom with a matching Amwell basin mixer. Built in Premium Quarter Turn Ceramic Disc Cartridge providing effortless flow control High Quality solid brass construction with hard wearing polished chrome finish Easy installation with step by step guide Contemporary design for any modern home Matching Basin Mixer Available",Homebase,bathrooms
242,Henlake Bath Shower Mixer Tap,120.96,Bath shower mixer taps,https://www.travisperkins.co.uk/bath-taps/henlake-bath-shower-mixer-tap/p/604606,https://dam-assets.apps.travisperkins.group/KRjBp/GPID_1000301214_IMG_00.jpg?width=300&height=300,"Bathrooms From TP taps are solid brass with exceptional duragleam chrome for a lasting finish. Supplied with brass back nuts for a superior lasting fit.Height = 150 mm, Width = 215 mm, Weight = 2.98 kgSolid brass with chrome finishSuitable for both high and low pressure, gravity fed, unvented and combi systemsAir and water pressure tested to the requirements of BS EN200Compression valveDuragleam chrome coating for a lasting finishSupplied with brass back nuts for a superior lasting fitView more",TP,bathrooms
242,Wickes Waterfall Bath Shower Mixer Tap - Chrome,192,Bath shower mixer taps,https://www.wickes.co.uk/Wickes-Waterfall-Bath-Shower-Mixer-Tap---Chrome/p/212338,https://media.wickes.co.uk/is/image/wickes/X0016_212338_00?$normal$,"All of our taps are constructed from solid brass for strength, durability and longevity, and built using ceramic disc cartridges for a smoother turn and longer life.Suitable for 2 tap hole baths Suitable for both high and low water pressure systems Ceramic disc valves for a longer life water tight seal Quarter turn operation for rapid on/off flow Brass back nuts for a more secure fit Height: 169mm Spout Reach: 162mm Spout Height: 103mm ",Wickes,bathrooms
243,Lucia Waterfall Basin Mixer & Bath Shower Mixer Tap Chrome,119.95,Bath shower mixer taps,https://www.diy.com/departments/lucia-waterfall-basin-mixer-bath-shower-mixer-tap-chrome/5060966971047_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/chrome-waterfall-bath-shower-mixer-tap-with-round-3-way-overhead-shower-kit~5060966973195_01c_MP?wid=284&hei=284,"A beautiful matching waterfall basin and bath shower mixer tap set in a highly polished chrome finish.Comes with 1 x Basin Tap, 1 x Basin Waste, 1 x Tap Fixings, 1 x Bath Shower Mixer Tap, 1 x 1.5m Shower Hose, 1 x Shower HandsetLever operationFeatures and benefitsWaterfall Effect SpoutCrafted from the highest quality heavyweight brassHigh quality chrome polishUK standard size fittingBasin & Bath shower mixer tap setIncludes matching basin waste (bath waste sold separately)",BQ,bathrooms
243,Deva Tudor Bath/Shower Mixer Tap Chrome,175.68,Bath shower mixer taps,https://www.bradfords.co.uk/dev019,https://www.bradfords.co.uk/media/catalog/product/cache/f7c81111a4a19ad296e9f8fd0fc16840/1/b/1b87f8a3bdcd5a21ab4ca4ff3b848685.jpg,Comes complete with single mode shower kit.,Bradfords,bathrooms
243,Amwell Bath Shower Chrome Mixer Tap,120,Bath shower mixer taps,https://www.homebase.co.uk/amwell-bath-shower-chrome-mixer-tap/13490269.html,https://static.thcdn.com/images/xsmall/webp//productimg/original/13490269-1544943599169769.jpg,"The Amwell high quality quarter turn bath shower mixer adds a stunning style to your bathroom to create a complete designer look. Made from solid brass to ensure great durability, this bath shower mixer features a superb finish and stunning modern looks. It incorporates ceramic disc technology to prevent leaks and drips. The effortless levers turn the handles to control both the flow and temperature of the water. A stunning handset, hose and wall bracket compliment the finish. Coordinate the look for your bathroom with a matching Amwell basin mixer. Built in Premium Quarter Turn Ceramic Disc Cartridge providing effortless flow control High Quality solid brass construction with hard wearing polished chrome finish Easy installation with step by step guide Contemporary design for any modern home Matching Basin Mixer Available",Homebase,bathrooms
243,Henlake Bath Shower Mixer Tap,120.96,Bath shower mixer taps,https://www.travisperkins.co.uk/bath-taps/henlake-bath-shower-mixer-tap/p/604606,https://dam-assets.apps.travisperkins.group/KRjBp/GPID_1000301214_IMG_00.jpg?width=300&height=300,"Bathrooms From TP taps are solid brass with exceptional duragleam chrome for a lasting finish. Supplied with brass back nuts for a superior lasting fit.Height = 150 mm, Width = 215 mm, Weight = 2.98 kgSolid brass with chrome finishSuitable for both high and low pressure, gravity fed, unvented and combi systemsAir and water pressure tested to the requirements of BS EN200Compression valveDuragleam chrome coating for a lasting finishSupplied with brass back nuts for a superior lasting fitView more",TP,bathrooms
